input,output,difficulty,chapter
(   )媽媽到水果店買水果，下列哪一種水果的體積最大？　(Ａ)一顆草莓　(Ｂ)一顆柳丁　(Ｃ)一顆檸檬　(Ｄ)一顆西瓜。,答案：(Ｄ) ,易,10-1_大小與體積
(   )物體的重量與體積關係如何？　(Ａ)物體重量愈重，物體的體積就愈小　(Ｂ)物體重量愈輕，物體的體積就愈小　(Ｃ)物體重量愈重，物體的體積就愈大　(Ｄ)比較重的物體，體積不一定比較大。,答案：(Ｄ) 解析：體積大小與重量無關。 ,中,10-1_大小與體積
(   )爺爺把一顆西瓜剖成兩半，則一顆西瓜的體積會　(Ａ)變大　(Ｂ)變小　(Ｃ)不變　(Ｄ)無法得知。,答案：(Ｃ) 解析：同一物體的體積不論分成幾份，總體積不變。 ,易,10-1_大小與體積
(   )傑克將　5　個都是　1　立方公分的小積木疊在一起，體積是　(Ａ)　5　立方公分　(Ｂ)　1　立方公分　(Ｃ)　2　立方公分　(Ｄ)　3　立方公分。,答案：(Ａ) 解析：1×5＝5 ,易,10-2_立方公分
(   )花倫將　10　立方公分的黏土，平均切成　5　塊，則每一塊黏土的體積是　(Ａ)　2　立方公分　(Ｂ)　50　立方公分　(Ｃ)　25　立方公分　(Ｄ)　5　立方公分。,答案：(Ａ) 解析：10÷5＝2 ,中,10-2_立方公分
(   )立方公分是計算物體的什麼單位？　(Ａ)容積　(Ｂ)容量　(Ｃ)體積　(Ｄ)面積。,答案：(Ｃ) ,易,10-2_立方公分
(   )邊長　1　公分的正方體，體積是　(Ａ)　1　cm2　　(Ｂ)　1　cm3　　(Ｃ)　1　cm　　(Ｄ)　1　m。,答案：(Ｂ) ,易,10-2_立方公分
(   )一個櫥櫃定價　8999　元，老闆賣顧客　8900　元，老闆賣給顧客的價錢是用哪一種方法取概數？又是在哪一位取概數？　(Ａ)無條件進入法，取概數到百位　(Ｂ)四捨五入法，取概數到百位　(Ｃ)無條件捨去法，取概數到百位　(Ｄ)無條件捨去法，取概數到千位。,答案：(Ｃ) 解析：百位後面的數都捨去，是無條件捨去法，取概數到百位。 ,難,2-1_無條件捨去法
(   )100　顆李子裝一箱，5437　顆李子可以裝滿幾箱？　(Ａ)　54　箱　(Ｂ)　55　箱　(Ｃ)　5400　箱　(Ｄ)　5500　箱。,答案：(Ａ)　 解析：用無條件捨去法取概數到百位。 ,易,2-1_無條件捨去法
(   )老師在黑板上寫了一個數，小芬用無條件捨去法取概數到千位後，取得的概數是　43000，老師寫的數可能是多少？　(Ａ)　44200　　(Ｂ)　143200　　(Ｃ)　42555　　(Ｄ)　43999。,答案：(Ｄ) 解析：這個數可能是　43001～43999。 ,中,2-1_無條件捨去法
(   )小澤的錢包裡有　14　個　50　元和　12　個　10　元，他拿去銀行換百元鈔票，最多可以換幾張百元鈔票？　(Ａ)　6　張　(Ｂ)　8　張　(Ｃ)　7　張　(Ｄ)　9　張。,答案：(Ｂ) 解析：14　個　50　元＋12　個　10　元＝820　元 820　用無條件捨去法取概數到百位，是　800。 ,難,2-1_無條件捨去法
(   )50319726　用無條件捨去法取概數得到　50300000，是取概數到哪一個位數？　(Ａ)千位　(Ｂ)萬位　(Ｃ)十萬位　(Ｄ)百萬位。,答案：(Ｃ) 解析：十萬位後面的數都捨去，是取概數到十萬位。 ,中,2-1_無條件捨去法
(   )10　顆蛋黃酥裝成一盒，724　顆蛋黃酥最多可以裝成幾盒？剩下幾顆？　(Ａ)　72　盒，剩下　0　顆　(Ｂ)　72　盒，剩下　4　顆　(Ｃ)　72　盒，剩下　24　顆　(Ｄ)　720　盒，剩下　4　顆。,答案：(Ｂ) 解析：10　顆裝一盒，724　用無條件捨去法取概數到十位是　720，720　顆最多可以裝　72　盒。724－720＝4，剩下　4　顆。 ,難,2-1_無條件捨去法
(   )169423　用無條件捨去法取概數到哪一位數，得到的概數會最接近原本的數？　(Ａ)十位　(Ｂ)百位　(Ｃ)千位　(Ｄ)萬位。,答案：(Ａ) 解析：用無條件捨去法取概數，取的位值愈小，愈接近原來的數。 ,中,2-1_無條件捨去法
(   )549999　用無條件捨去法取概數到萬位是多少？　(Ａ)　549000　(Ｂ)　540000　(Ｃ)　509999　(Ｄ)　550000。,答案：(Ｂ) 解析：549999≒540000 ,中,2-1_無條件捨去法
(   )一艘船可以載　10　人，有　264　人同時要坐船，至少需要準備幾艘船？　(Ａ)　26　艘　(Ｂ)　27　艘　(Ｃ)　28　艘　(Ｄ)　29　艘。,答案：(Ｂ) 解析： 260人需要26艘船，剩下4人需要1艘船 至少需要　26＋1＝27（艘） ,易,2-2_無條件進入法
(   )光明國小的學生實際有　1141　人，校長對外宣稱光明國小的學生人數約有　1200　人，校長是用哪一種取概數的方法？又是在哪一位數取概數？　(Ａ)四捨五入法，取概數到百位　(Ｂ)無條件進入法，取概數到百位　(Ｃ)無條件捨去法，取概數到百位　(Ｄ)無條件進入法，取概數到千位。,答案：(Ｂ) 解析：1141　用無條件進入法取概數到百位是　1200。 ,難,2-2_無條件進入法
(   )一支智慧型手機賣　7490　元，小怡至少要準備幾張千元鈔票才能買一支智慧型手機？　(Ａ)　5　張　(Ｂ)　6　張　(Ｃ)　7　張　(Ｄ)　8　張。,答案：(Ｄ) 解析：7490　用無條件進入法取概數到千位是　8000，至少要準備　8　張千元鈔票。 ,易,2-2_無條件進入法
(   )果農摘完蘋果後，用無條件進入法取概數到百位計算蘋果數量，大約摘了　600　顆蘋果，蘋果的實際數量可能是幾顆？　(Ａ)　601　顆　(Ｂ)　699　顆　(Ｃ)　549　顆　(Ｄ)　499　顆。,答案：(Ｃ) 解析：可能是　501　顆～599　顆。 ,難,2-2_無條件進入法
(   )83333　用無條件進入法取概數得到　84000，是取概數到哪一個位數？　(Ａ)萬位　(Ｂ)千位　(Ｃ)百位　(Ｄ)十位。,答案：(Ｂ) ,易,2-2_無條件進入法
(   )一臺翻譯機賣　2035　元，哥哥全部用百元鈔票付款，至少要付幾張百元鈔票？　(Ａ)　20　張　(Ｂ)　21　張　(Ｃ)　200　張　(Ｄ)　210　張。,答案：(Ｂ) 解析：2035　用無條件進入法取概數到百位是　2100，至少要準備　21　張百元鈔票。 ,中,2-2_無條件進入法
(   )將　32450　用無條件進入法取概數到千位是　(Ａ)　40000　　(Ｂ)　33000　　(Ｃ)　32000　　(Ｄ)　32500。,答案：(Ｂ) 解析：32450≒33000 ,易,2-2_無條件進入法
(   )671111　用無條件進入法取概數到萬位是多少？　(Ａ)　67111　　(Ｂ)　670000　(Ｃ)　680000　(Ｄ)　681111。,答案：(Ｃ) 解析：671111≒680000 ,中,2-2_無條件進入法
(   )2619621　用無條件進入法取概數到千位是多少？　(Ａ)　2619000　(Ｂ)　2619600　(Ｃ)　2619620　(Ｄ)　2620000。,答案：(Ｄ) 解析：2619621≒2620000 ,難,2-2_無條件進入法
(   )有一個數，用四捨五入法取概數到十萬位是　9400000，這個數可能是多少？　(Ａ)　9329921　　(Ｂ)　9470001　　(Ｃ)　9409999　　(Ｄ)　9348584。,答案：(Ｃ) 解析：這個數可能會在　9350000～9449999　之間。 ,中,2-3_四捨五入法
(   )有三個數分別是　1834、2472　和　2109，下列敘述何者正確？　(Ａ)三個數用無條件捨去法取概數到千位都是　2000　　(Ｂ)三個數用四捨五入法取概數到千位皆是　2000　　(Ｃ)三個數用無條件進入法取概數到千位皆是　2000　　(Ｄ)以上都正確。,答案：(Ｂ) 解析：(Ａ)　1834≒1000，2472≒2000，2109≒2000； (Ｂ)　1834≒2000，2472≒2000，2109≒2000； (Ｃ)　1834≒2000，2472≒3000，2109≒3000 ,中,2-3_四捨五入法
(   )彩雲國的總人口有　23456789　人，如果用四捨五入法取概數到十萬位，彩雲國的總人口大約是幾人？　(Ａ)　23500000　人　(Ｂ)　2340000　人　(Ｃ)　2330000　人　(Ｄ)　23000000　人。,答案：(Ａ)　 解析：23456789≒23500000 ,中,2-3_四捨五入法
(   )有一個四位數是　6□41，用四捨五入法取概數到千位是　6000，□中的數不可能是哪一個數字？　(Ａ)　2　　(Ｂ)　3　　(Ｃ)　4　　(Ｄ)　5。,答案：(Ｄ) 解析：6□41≒6000 百位數可能是　0～4。 ,中,2-3_四捨五入法
(   )將　865432　用四捨五入法取概數到千位，是由哪一個數字決定要不要進　1　到千位？　(Ａ)　6　　(Ｂ)　5　　(Ｃ)　4　　(Ｄ)　3。,答案：(Ｃ) 解析：千位右邊一位是百位，百位數字是　4。 ,易,2-3_四捨五入法
(   )將　38512　用四捨五入法取概數到百位是　(Ａ)　38500　　(Ｂ)　38600　　(Ｃ)　38000　　(Ｄ)　39000。,答案：(Ａ) 解析：38512≒38500 ,易,2-3_四捨五入法
(   )飲料店平均一天收入　12574　元，先用四捨五入法取概數到千位，再算出三天大約共收入幾元？　(Ａ)　36000　元　(Ｂ)　37000　元　(Ｃ)　38000　元　(Ｄ)　39000　元。,答案：(Ｄ) 解析：12574≒13000 13000×3＝39000 ,難,2-3_四捨五入法
(   )下列哪一個數用四捨五入法取概數到千位和　63199　用四捨五入法取概數到千位的答案相同？　(Ａ)　64500　(Ｂ)　63499　(Ｃ)　64297　(Ｄ)　66092。,答案：(Ｂ) 解析：63199≒63000 (Ａ)　64500≒65000；(Ｂ)　63499≒63000； (Ｃ)　64297≒64000；(Ｄ)　66092≒66000 ,中,2-3_四捨五入法
(   )哥哥分別在不同的店，購買微波爐和四層櫃，微波爐的售價是　3754　元，四層櫃的售價是　929　元，如果哥哥都用百元鈔票付錢，他最少付了幾張百元鈔票？　(Ａ)　14　張　(Ｂ)　46　張　(Ｃ)　47　張　(Ｄ)　48　張。,答案：(Ｄ) 解析：3754≒3800，需要　38　張百元鈔票 929≒1000，需要　10　張百元鈔票 38＋10＝48 ,中,2-4_解題
(   )如果兩條線互相垂直，兩條線相交成的　4　個角皆是幾度？　(Ａ)　45　度　(Ｂ)　180　度　(Ｃ)　90　度　(Ｄ)　360　度。,答案：(Ｃ) ,易,3-1_垂直與平行
(   )A　線和　B　線互相平行，B　線和　C　線互相平行，則　A　線和　C　線是什麼關係？　(Ａ)互相垂直　(Ｂ)互相平行　(Ｃ)沒有關係　(Ｄ)以上皆非。,答案：(Ｂ)  ,易,3-1_垂直與平行
(   )兩條相交的線在交接處有　　的記號，表示這兩條線　(Ａ)互相垂直　(Ｂ)互相平行　(Ｃ)重疊　(Ｄ)等長。,答案：(Ａ) ,易,3-1_垂直與平行
(   )兩條平行線之間，可以畫出幾條垂直線？　(Ａ)　1　條　(Ｂ)　10　條　(Ｃ)無限多條　(Ｄ)無法畫出垂直線。,答案：(Ｃ) ,易,3-1_垂直與平行
(   )鐘面上，下面哪一個時刻的分針和時針會互相垂直？　(Ａ)　12　點整　(Ｂ)　9　點整　(Ｃ)　6　點整　(Ｄ)　2　點整。,答案：(Ｂ)  ,中,3-1_垂直與平行
(   )兩條垂直線相交會形成四個角，每一個角都是幾度？　(Ａ)　30　度　(Ｂ)　60　度　(Ｃ)　90　度　(Ｄ)　180　度。,答案：(Ｃ) 解析：兩條直線互相垂直，所形成的角是　90　度。 ,易,3-1_垂直與平行
(   )下面關於平行四邊形和梯形的敘述，何者錯誤？　(Ａ)平行四邊形和梯形各有四個邊　(Ｂ)平行四邊形和梯形各有四個角　(Ｃ)梯形的兩雙對邊互相平行　(Ｄ)平行四邊形的兩雙對邊互相平行。,答案：(Ｃ) 解析：梯形只有一雙對邊互相平行。 ,中,3-2_平行四邊形和梯形
(   )下面關於四邊形的敘述，何者正確？　(Ａ)平行四邊形的兩雙對邊等長　(Ｂ)梯形有四個直角　(Ｃ)長方形的四個邊一樣長　(Ｄ)正方形只有一雙對邊平行。,答案：(Ａ) 解析：(Ｂ)梯形最多有兩個直角；(Ｃ)正方形的四個邊一樣長；(Ｄ)正方形有兩雙對邊互相平行。 ,難,3-2_平行四邊形和梯形
(   )平行四邊形有幾雙對邊互相平行？　(Ａ)一雙　(Ｂ)兩雙　(Ｃ)皆不平行　(Ｄ)以上皆非。,答案：(Ｂ) ,易,3-2_平行四邊形和梯形
(   )梯形的兩雙對邊有什麼特性？　(Ａ)兩雙對邊都互相平行　(Ｂ)兩雙對邊都互相不平行　(Ｃ)一雙對邊平行，另一雙對邊不平行　(Ｄ)以上皆非。,答案：(Ｃ) ,易,3-2_平行四邊形和梯形
(   )兩個全等圖形有什麼特性？　(Ａ)對應邊互相疊合　(Ｂ)對應點互相疊合　(Ｃ)對應角互相疊合　(Ｄ)以上皆是。,答案：(Ｄ) ,易,3-4_全等圖形
(   )下列對於平行四邊形的敘述，哪一個是錯的？　(Ａ)兩雙對邊互相平行　(Ｂ)四個角一樣大　(Ｃ)兩雙對邊一樣長　(Ｄ)兩雙對角一樣大。,答案：(Ｂ) 解析：(Ｂ)四個角一樣大的是正方形和長方形。 ,易,3-4_全等圖形
(   )有一個長方形長　47　公分、寬　35　公分，周長是多少公分？　(Ａ)　164　公分　(Ｂ)　154　公分　(Ｃ)　134　公分　(Ｄ)　124　公分。,答案：(Ａ) 解析：（47＋35）×2＝164 ,易,4-1_周長
(   )有一個邊長　60　公分的正方形，周長是多少公分？　(Ａ)　3600　公分　(Ｂ)　240　公分　(Ｃ)　120　公分　(Ｄ)　180　公分。,答案：(Ｂ) 解析：60×4＝240 ,易,4-1_周長
(   )一個正方形周長　64　公尺，邊長是多少公分？　(Ａ)　16　公分　(Ｂ)　256　公分　(Ｃ)　160　公分　(Ｄ)　1600　公分。,答案：(Ｄ) 解析：64÷4＝16 16　公尺＝1600　公分 ,中,4-1_周長
(   )一條彩帶正好可以圍成一個長　77　公分、寬　24　公分的長方形，這條彩帶有多長？　(Ａ)　101　公分　(Ｂ)　202　公尺　(Ｃ)　2　公尺　20　公分　(Ｄ)　2　公尺　2　公分。,答案：(Ｄ) 解析：（77＋24）×2＝202 202　公分＝2　公尺　2　公分 ,難,4-1_周長
(   )有兩個正方形，大正方形的周長是　144　公分，小正方形的邊長比大正方形的邊長短　4　公分，小正方形的周長有多長？　(Ａ)　32　公分　(Ｂ)　36　公分　(Ｃ)　128　公分　(Ｄ)　140　公分。,答案：(Ｃ) 解析：144÷4＝36 36－4＝32 32×4＝128 ,難,4-1_周長
(   )下列敘述何者錯誤？　(Ａ)長方形的周長＝長×2＋寬　(Ｂ)長方形的周長＝（長＋寬）×2　　(Ｃ)正方形的　4　個邊一樣長　(Ｄ)正方形的周長＝邊長×4。,答案：(Ａ) 解析：(Ａ)長方形的周長＝（長＋寬）×2＝長×2＋寬×2 ,易,4-1_周長
(   )一條繩子剛好可以繞一個邊長　280　公分的正方形花圃一圈，這條繩子長幾公分？　(Ａ)　1120　公分　(Ｂ)　840　公分　(Ｃ)　560　公分　(Ｄ)　70　公分。,答案：(Ａ) 解析：280×4＝1120 ,中,4-1_周長
(   )下列敘述何者錯誤？　(Ａ)正方形的　4　個邊都一樣長　(Ｂ)正方形周長＝邊長×4　(Ｃ)長方形周長＝長×2＋寬×2　(Ｄ)正方形的鄰邊都不一樣長。,答案：(Ｄ) 解析：正方形的鄰邊都一樣長。 ,中,4-1_周長
(   )長方形周長＝　(Ａ)長＋寬　(Ｂ)（長＋寬）×2　　(Ｃ)長×寬　(Ｄ)長＋寬×2。,答案：(Ｂ) ,易,4-1_周長
(   )有一個正方形的周長是　1　公尺　24　公分，面積是多少平方公分？　(Ａ)　31　平方公分　(Ｂ)　496　平方公分　(Ｃ)　961　平方公分　(Ｄ)　15376　平方公分。,答案：(Ｃ) 解析：正方形周長÷4＝邊長，正方形面積＝邊長×邊長 1　公尺　24　公分＝124　公分 124÷4＝31 31×31＝961（平方公分） ,難,4-2_面積
(   )正方形的邊長是　90　公分，面積是多少平方公分？(Ａ)　8100　平方公分　(Ｂ)　810　平方公分　(Ｃ)　360　平方公分　(Ｄ)　3600　平方公分。,答案：(Ａ) 解析：90×90＝8100 ,易,4-2_面積
(   )長方形的長是　22　公分，寬是　18　公分，面積是多少平方公分？(Ａ)　496　平方公分　(Ｂ)　396　平方公分　(Ｃ)　80　平方公分　(Ｄ)　800　平方公分。,答案：(Ｂ) 解析：22×18＝396 ,易,4-2_面積
(   )下列敘述何者正確？　(Ａ)長方形面積＝（長＋寬）×2　　(Ｂ)長方形周長＝長＋寬＋長＋寬　(Ｃ)正方形周長＝邊長×邊長　(Ｄ)正方形面積＝長×寬。,答案：(Ｂ) 解析：(Ａ)長方形面積＝長×寬；(Ｃ)正方形周長＝邊長×4；(Ｄ)正方形面積＝邊長×邊長 ,中,4-2_面積
(   )有　2　個窗戶要加裝紗窗，分別是邊長　30　公分的正方形和長、寬各為　40　公分、30　公分的長方形，這兩個窗戶的紗窗面積共是幾平方公分？(Ａ)　120　平方公分　(Ｂ)　160　平方公分　(Ｃ)　2100　平方公分　(Ｄ)　2400　平方公分。,答案：(Ｃ) 解析：30×30＝900，40×30＝1200，900＋1200＝2100 ,中,4-2_面積
(   )正方形面積＝　(Ａ)邊長×邊長　(Ｂ)邊長×4　　(Ｃ)邊長×2　　(Ｄ)邊長＋邊長。,答案：(Ａ) ,易,4-2_面積
(   )邊長為　100　公分的正方形，面積是　(Ａ)　100　平方公分　(Ｂ)　1000　平方公分　(Ｃ)　10000　平方公分　(Ｄ)　100000　平方公分。,答案：(Ｃ) 解析：100×100＝10000 ,易,4-2_面積
(   )長方形面積為　96　平方公分，長是　12　公分。用　b　表示長方形的寬，下列哪一個算式是正確的？　(Ａ)　b＋12＝96　　(Ｂ)　b÷12＝96　　(Ｃ)　96×12＝b　　(Ｄ)　12×b＝96。,答案：(Ｄ) 解析：長方形面積＝長×寬 ,中,4-2_面積
(   )長　2　公尺　8　公分、寬　80　公分的長方形木板，面積是幾平方公分？　(Ａ)　15740　平方公分　(Ｂ)　16540　平方公分　(Ｃ)　16640　平方公分　(Ｄ)　17640　平方公分。,答案：(Ｃ) 解析：2　公尺　8　公分＝208　公分，208×80＝16640 ,難,4-2_面積
(   )長　10　公尺、寬　2　公尺的長方形木板，面積是多少？　(Ａ)144　平方公尺　(Ｂ)24　平方公尺　(Ｃ)20　平方公尺　(Ｄ)200　平方公分。,答案：(Ｃ) 解析：10×2＝20 ,易,4-3_平方公尺
(   )一塊正方形地毯的面積是　25　平方公尺，也就是多少平方公分？　(Ａ)　250000　平方公分　(Ｂ)　2500　平方公分　(Ｃ)　250　平方公分　(Ｄ)　100　平方公分。,答案：(Ａ) 解析：1　平方公尺＝10000　平方公分 ,易,4-3_平方公尺
(   )一塊正方形磁磚邊長　60　公分，小倩家的客廳剛好可用　100　塊磁磚鋪滿，小倩家客廳的面積是多少平方公尺？　(Ａ)　6000　平方公尺　(Ｂ)　36　平方公尺　(Ｃ)　360000　平方公尺　(Ｄ)　3600　平方公尺。,答案：(Ｂ) 解析：60×60＝3600，3600×100＝360000 360000　平方公分＝36　平方公尺 ,中,4-3_平方公尺
(   )有三個正方形，甲正方形的面積是　64　平方公尺，乙正方形的邊長是　800　公分，丙正方形的周長是　32　公尺，哪一個正方形的面積最大？　(Ａ)甲正方形　(Ｂ)乙正方形　(Ｃ)丙正方形　(Ｄ)一樣大。,答案：(Ｄ) 解析：甲：64　平方公尺 乙：800×800＝640000，640000　平方公分＝64　平方公尺 丙：32÷4＝8，8×8＝64（平方公尺） 甲＝乙＝丙 ,難,4-3_平方公尺
(   )邊長　12　公尺的正方形，面積是多少平方公尺？　(Ａ)　144　平方公尺　(Ｂ)　128　平方公尺　(Ｃ)　48　平方公尺　(Ｄ)　360　平方公尺。,答案：(Ａ) 解析：12×12＝144 ,易,4-3_平方公尺
