input,output,difficulty,chapter
(   )下面哪一項是正方形和長方形相同的特點？　(Ａ)　4　條邊一樣長　(Ｂ)有　6　個頂點　(Ｃ)　4　個角都比直角大　(Ｄ)有　4　個直角。,答案：(Ｄ) 解析：正方形和長方形都有　4　個頂點和　4　個直角，但是正方形有　4　條一樣長的邊，長方形有　2　條一樣長的長邊、2　條一樣長的短邊。 ,中,2-4_正方形與長方形
(   )下面哪一個敘述不是正方形和長方形相同的地方？　(Ａ)都有　4　條邊　(Ｂ)　4　個角都是直角　(Ｃ)　4　條邊一樣長　(Ｄ)　4　個角一樣大。,答案：(Ｃ) ,中,2-4_正方形與長方形
(   )翰林國小有　2156　個男生和　1832　個女生，全校一共有幾個學生？　(Ａ)　2988　個　(Ｂ)　3988　個　(Ｃ)　4088　個　(Ｄ)　4988　個。,答案：(Ｂ) 解析：2156＋1832＝（3988）。 ,中,3-1_10000以內的加法
(   )妮妮買了一件　1358　元的上衣和一件　1931　元的裙子，她需要付多少元？　(Ａ)　2269　元　(Ｂ)　2289　元　(Ｃ)　3289　元　(Ｄ)　3269　元。,答案：(Ｃ) 解析：1358＋1931＝（3289）。 ,中,3-1_10000以內的加法
(   )「2725＋4278」的答案和下面哪一個算式的答案一樣？　(Ａ)　2836＋4077　(Ｂ)　2787＋4252　(Ｃ)　4306＋2837　(Ｄ)　4278＋2725。,答案：(Ｄ) 解析：被加數與加數的位置交換，和不會改變。 ,中,3-1_10000以內的加法
(   )「5105＋895」的答案和下面哪一個算式的答案相同？　(Ａ)　5995＋5　(Ｂ)　5895＋5　(Ｃ)　5905＋90　(Ｄ)　5900＋200。,答案：(Ａ) 解析：先把被加數　895　分成　890　和　5，算式變成「5105＋890＋5」，再把前兩項相加就變成「5995＋5」。 ,中,3-1_10000以內的加法
(   )下面哪一個數是「1832＋168」的答案？　(Ａ)　1500　(Ｂ)　2000　(Ｃ)　2500　(Ｄ)　3000。,答案：(Ｂ) ,中,3-1_10000以內的加法
(   )哪一個算式的答案和「2490＋358」不同？　(Ａ)　2000＋400＋300＋90＋58　(Ｂ)　2000＋700＋90＋50＋8　(Ｃ)　2000＋3000＋400＋500＋98　(Ｄ)　2000＋400＋300＋148。,答案：(Ｃ) ,易,3-1_10000以內的加法
(   )養殖場裡本來有　2018　尾魚苗，今天又放進了　1388　尾，現在養殖場裡總共有多少尾魚苗？　(Ａ)　3406　尾　(Ｂ)　3396　尾　(Ｃ)　3386　尾　(Ｄ)　3384　尾。,答案：(Ａ) 解析：2018＋1388＝（3406）。 ,中,3-1_10000以內的加法
(   )快樂小學的學生裡，女生有　1124　個人，男生有　1205　個人，快樂小學總共有多少個學生？　(Ａ)　2219　個　(Ｂ)　2288　個　(Ｃ)　2329　個　(Ｄ)　2358　個。,答案：(Ｃ) 解析：1124＋1205＝（2329）。 ,中,3-1_10000以內的加法
(   )姐姐買了一支　6888　元的智慧型手機，哥哥的手機又比她貴了　1200　元，哥哥的手機是多少元？　(Ａ)　7988　元　(Ｂ)　8088　元　(Ｃ)　8188　元　(Ｄ)　8288　元。,答案：(Ｂ) 解析：6888＋1200＝（8088）。 ,中,3-1_10000以內的加法
(   )工人從倉庫裡搬走了　1122　箱貨物，還要搬　2895　箱貨物才會搬完，工人共要搬幾箱貨物？　(Ａ)　4017　箱　(Ｂ)　3582　箱　(Ｃ)　2957　箱　(Ｄ)　1733　箱。,答案：(Ａ) 解析：1122＋2895＝（4017）。 ,中,3-1_10000以內的加法
(   )「1417＋8295」的答案和下面哪一個算式的答案不一樣？　(Ａ)　1000＋8000＋400＋200＋17＋95　(Ｂ)　9000＋600＋100＋12　(Ｃ)　8259＋1471　(Ｄ)　8295＋1417。,答案：(Ｃ) 解析：1417＋8295＝（9712）；(Ｃ)　8259＋1471＝（9730）。 ,易,3-1_10000以內的加法
(   )臺中花博今天上午有　1968　個人來參觀，下午有　3032　個人來參觀，今天總共有多少個人來參觀？　(Ａ)　1064　個人　(Ｂ)　2990　個人　(Ｃ)　4916　個人　(Ｄ)　5000　個人。,答案：(Ｄ) 解析：1968＋3032＝（5000）。 ,中,3-1_10000以內的加法
(   )阿里山上星期有　2654　個人來賞櫻，這星期有　4345　個人來賞櫻，這兩個星期有幾個人到阿里山賞櫻？　(Ａ)　7099　個人　(Ｂ)　6999　個人　(Ｃ)　2311　個人　(Ｄ)　1961　個人。,答案：(Ｂ) 解析：2654＋4345＝（6999）。 ,中,3-1_10000以內的加法
(   )約翰叔叔的寵物用品店開幕當天，準備了　1688　份禮物要送給客人，只要有消費的客人就可以領取　1　份，禮物發送完後，還有　412　個客人沒有拿到，開幕當天有幾個客人到店裡消費？　(Ａ)　2100　個　(Ｂ)　2000　個　(Ｃ)　1688　個　(Ｄ)　1276　個。,答案：(Ａ) 解析：因為有　1688　份禮物，全部送完會有　1688　個客人收到禮物，收到禮物的人數和沒收到禮物的人數的和就是今天消費的人數，1688＋412＝（2100）個客人。 ,難,3-1_10000以內的加法
(   )媽媽想支助卿沅買一臺腳踏車，媽媽打算付　3600　元，剩下的卿沅要自己用零用錢付。最後卿沅付了　959　元，他買的腳踏車要多少元？　(Ａ)　2641　元　(Ｂ)　3600　元　(Ｃ)　4559　元　(Ｄ)　5959　元。,答案：(Ｃ) 解析：媽媽支助的錢加上卿沅付的錢就是腳踏車的價格，3600＋959＝（4559）元。 ,中,3-1_10000以內的加法
(   )國際書展第一天上午賣出了　3620　本書，主辦單位希望下午可以比上午多賣出　760　本書，主辦單位希望第一天共可以賣出幾本書？　(Ａ)　4380　本　(Ｂ)　5140　本　(Ｃ)　6480　本　(Ｄ)　8000　本。,答案：(Ｄ) 解析：先算主辦單位希望下午可以賣出　3620＋760＝（4380）本書，再算上午加下午共賣出幾本書，就是主辦單位希望第一天可以賣出的數量，　3620＋4380＝（8000）本書。 ,難,3-1_10000以內的加法
(   )之胤和元太收到紅包後，各自拿出一部分作愛心捐款，之胤捐了　3818　元，元太捐了　1296　元，兩個人共捐了幾元？　(Ａ)　2522　元　(Ｂ)　3682　元　(Ｃ)　5114　元　(Ｄ)　6204　元。,答案：(Ｃ) 解析：3818＋1296＝（5114）。 ,中,3-1_10000以內的加法
(   )「3948－1109」的答案是　(Ａ)　2849　(Ｂ)　2839　(Ｃ)　5047　(Ｄ)　5057。,答案：(Ｂ) ,中,3-2_10000以內的減法
(   )下面哪一個數是「8052－3962」的答案？　(Ａ)　2014　(Ｂ)　5010　(Ｃ)　4090　(Ｄ)　3940。,答案：(Ｃ) ,中,3-2_10000以內的減法
(   )做四位數的減法計算時，應該從哪一個位值的數字開始計算？　(Ａ)千位　(Ｂ)百位　(Ｃ)十位　(Ｄ)個位。,答案：(Ｄ) 解析：加法、減法無論是幾位數，都應該從個位數開始算起。 ,易,3-2_10000以內的減法
(   )下面哪一個算式不是「1332－450＝882」的驗算方式？　(Ａ)　882＋450＝1332　(Ｂ)　1332－882＝450　(Ｃ)　1332＋450＝1782　(Ｄ)　450＋882＝1332。,答案：(Ｃ) ,中,3-2_10000以內的減法
(   )養雞場今天收成了　3828　顆雞蛋，賣掉　1215　顆後，還剩下幾顆雞蛋？　(Ａ)　2421　顆　(Ｂ)　2613　顆　(Ｃ)　2722　顆　(Ｄ)　2837　顆。,答案：(Ｂ) 解析：3828－1215＝（2613）。 ,中,3-2_10000以內的減法
(   )幸福小學總共有　3254　位學生，其中男生有　1708　位，女生有幾位？　(Ａ)　1508　位　(Ｂ)　1525　位　(Ｃ)　1546　位　(Ｄ)　1588　位。,答案：(Ｃ) 解析：3254－1708＝（1546）。 ,中,3-2_10000以內的減法
(   )邦瑞的皮包裡有　1385　元，花了　622　元後，還剩下多少元？　(Ａ)　763　元　(Ｂ)　775　元　(Ｃ)　782　元　(Ｄ)　793　元。,答案：(Ａ) 解析：1385－622＝（763）。 ,中,3-2_10000以內的減法
(   )書局的百科全書全套定價　3200　元，年底出清特價　2888　元，比平時便宜了多少元？　(Ａ)　308　元　(Ｂ)　312　元　(Ｃ)　327　元　(Ｄ)　335　元。,答案：(Ｂ) 解析：3200－2888＝（312）。 ,中,3-2_10000以內的減法
(   )倉庫裡原來有　3587　箱貨物，運走了　2209　箱後，還剩下幾箱貨物？　(Ａ)　1378　箱　(Ｂ)　1389　箱　(Ｃ)　1402　箱　(Ｄ)　5796　箱。,答案：(Ａ) 解析：3587－2209＝（1378）。 ,中,3-2_10000以內的減法
(   )郝湘麵包店今天共製作了　2641　個菠蘿麵包，賣出　1337　個後，剩下幾個菠蘿麵包？　(Ａ)　3978　個　(Ｂ)　2474　個　(Ｃ)　1613　個　(Ｄ)　1304　個。,答案：(Ｄ) 解析：2641－1337＝（1304）。 ,中,3-2_10000以內的減法
(   )易隆想買一臺　4998　元的遙控飛機，昆楠想買一組　3649　元的電動小火車，遙控飛機比電動小火車多多少元？　(Ａ)　1349　元　(Ｂ)　4351　元　(Ｃ)　7531　元　(Ｄ)　8947　元。,答案：(Ａ) 解析：4998－3649＝（1349）元。 ,中,3-2_10000以內的減法
(   )到去年年底為止，芝玥的志工時數累積了　1860　個小時，薇暄累積了　2790　個小時，哪一個人做志工的時間比較多，多多少個小時？　(Ａ)薇暄，多　930　個小時　(Ｂ)芝玥，多　930　個小時　(Ｃ)薇暄，多　4650　個小時　(Ｄ)芝玥，多　4650　個小時。,答案：(Ａ) 解析：2790＞1860，2790－1860＝（930）。 ,中,3-2_10000以內的減法
(   )大賣場這個月進了　9648　瓶果汁，賣出　8975　瓶後，還剩下幾瓶果汁？　(Ａ)　313　瓶　(Ｂ)　673　瓶　(Ｃ)　967　瓶　(Ｄ)　1333　瓶。,答案：(Ｂ) 解析：9648－8975＝（673）。 ,中,3-2_10000以內的減法
(   )爸爸一月時加油花了　3728　元，二月時加油花了　2032　元，爸爸一、二月的油錢相差多少元？　(Ａ)　5760　元　(Ｂ)　3728　元　(Ｃ)　1696　元　(Ｄ)　1716　元。,答案：(Ｃ) 解析：3728－2032＝（1696）。 ,中,3-2_10000以內的減法
(   )六年乙班在謝師宴時用班費付了　5572　元，還剩　1428　元可以買禮物送給導師，班費原來還剩下多少元？　(Ａ)　6500　元　(Ｂ)　7000　元　(Ｃ)　7500　元　(Ｄ)　7910　元。,答案：(Ｂ) 解析：5572＋1428＝（7000）或（7000）－5572＝1428。 ,中,3-3_加與減
(   )「80×3＝240」算式中，乘數是哪個數？　(Ａ)　80　(Ｂ)　3　(Ｃ)　240　(Ｄ)　24。,答案：(Ｂ)  ,易,4-1_二位數乘以一位數
(   )關於「52×3」這個算式的敘述，何者錯誤？　(Ａ)　52　的　3　倍　(Ｂ)　52　連加　3　次　(Ｃ)答案是　156　(Ｄ)是　53＋53＋53。,答案：(Ｄ) 解析：(Ｃ)　52×3＝156；(Ｄ)　52＋52＋52 ,中,4-1_二位數乘以一位數
(   )一個麵包　28　元，買　4　個麵包要付幾元？哪個算式是正確的？　(Ａ)　28＋4　(Ｂ)　28＋28＋28　(Ｃ)　28×4　(Ｄ)　28－4。,答案：(Ｃ) 解析：28＋28＋28＋28＝112　或　28×4＝112。 ,中,4-1_二位數乘以一位數
(   )「30×3」的答案和哪個算式的答案相同？　(Ａ)　15×6　(Ｂ)　20×4　(Ｃ)　18×4　(Ｄ)　11×9。,答案：(Ａ) 解析：30×3＝90，15×6＝90，20×4＝80，18×4＝72，11×9＝99 ,中,4-1_二位數乘以一位數
(   )下面哪一個算式的答案最大？　(Ａ)　84×6　(Ｂ)　92×6　(Ｃ)　98×6　(Ｄ)　99×6。,答案：(Ｄ) 解析：乘數相同時，被乘數越大，積也越大。 ,中,4-1_二位數乘以一位數
(   )83　連加　8　次，答案跟哪個算式相同？　(Ａ)　83＋8　(Ｂ)　83－8　(Ｃ)　83×8　(Ｄ)　83＋83。,答案：(Ｃ) 解析：83　連加　8　次就是　83×8。 ,易,4-1_二位數乘以一位數
(   )漢堡一個賣　40　元，媽媽買了　3　個，要付多少元？　(Ａ)　100　元　(Ｂ)　120　元　(Ｃ)　140　元　(Ｄ)　160　元。,答案：(Ｂ) 解析：40×3＝120 ,易,4-1_二位數乘以一位數
(   )1　盒彩色筆有　12　枝，威賢買了　2　盒，共有幾枝彩色筆？　(Ａ)　14　枝　(Ｂ)　18　枝　(Ｃ)　24　枝　(Ｄ)　30　枝。,答案：(Ｃ) 解析：12×2＝24 ,易,4-1_二位數乘以一位數
(   )一盒鳳梨酥有　20　顆，佩君買了　6　盒，共有多少顆鳳梨酥？　(Ａ)　12　顆　(Ｂ)　26　顆　(Ｃ)　80　顆　(Ｄ)　120　顆。,答案：(Ｄ) 解析：60×2＝120 ,中,4-1_二位數乘以一位數
(   )1　盒巧克力餅乾要賣　48　元，敏芳買了　5　盒，要付多少元？　(Ａ)　220　元　(Ｂ)　240　元　(Ｃ)　260　元　(Ｄ)　280　元。,答案：(Ｂ) 解析：48×5＝240 ,易,4-1_二位數乘以一位數
(   )一盒茂谷柑有　12　顆，奶奶訂了　8　盒，共有幾顆茂谷柑？　(Ａ)　86　顆　(Ｂ)　96　顆　(Ｃ)　128　顆　(Ｄ)　816　顆。,答案：(Ｂ) 解析：12×8＝96，共有　96　顆。 ,易,4-1_二位數乘以一位數
(   )一盒蜜蘋果禮盒有　16　顆，爸爸公司訂了　7　盒送給員工，共訂了多少顆蜜蘋果？　(Ａ)　23　顆　(Ｂ)　72　顆　(Ｃ)　112　顆　(Ｄ)　742　顆。,答案：(Ｃ) 解析：16×7＝112，訂了　112　顆。 ,易,4-1_二位數乘以一位數
(   )一盤烤盤可以烤　38　塊餅乾，媽媽放滿　9　盤，共烤多少塊餅乾？　(Ａ)　47　塊　(Ｂ)　282　塊　(Ｃ)　332　塊　(Ｄ)　342　塊。,答案：(Ｄ) 解析：38×9＝342，共烤　342　塊。 ,易,4-1_二位數乘以一位數
(   )綺莉阿姨烤了　8　個披薩，每個披薩切成　16　片，共有多少片披薩？　(Ａ)　25　片　(Ｂ)　128　片　(Ｃ)　154　片　(Ｄ)　196　片。,答案：(Ｂ) 解析：16×8＝128，共有　128　片。 ,易,4-1_二位數乘以一位數
(   )一張壁報紙可剪成　32　小張，玫琳剪了　9　張壁報紙，共剪成幾小張？　(Ａ)　288　小張　(Ｂ)　327　小張　(Ｃ)　918　小張　(Ｄ)　2718　小張。,答案：(Ａ) 解析：32×9＝288，共剪成　288　小張。 ,易,4-1_二位數乘以一位數
(   )一桶優酪乳可以分裝成　18　小杯，7　桶優酪乳可以分裝成多少小杯？　(Ａ)　25　小杯　(Ｂ)　66　小杯　(Ｃ)　116　小杯　(Ｄ)　126　小杯。,答案：(Ｄ) 解析：18×7＝126，可裝成　126　小杯。 ,易,4-1_二位數乘以一位數
(   )一條緞帶長　85　公分，7　條緞帶相連共長多少公分？　(Ａ)　92　公分　(Ｂ)　585　公分　(Ｃ)　595　公分　(Ｄ)　735　公分。,答案：(Ｃ) 解析：85×7＝595，共長　595　公分。 ,易,4-1_二位數乘以一位數
(   )游泳池長　25　公尺，軒毅來回游了　4　次，共游了幾公尺？　(Ａ)　50　公尺　(Ｂ)　100　公尺　(Ｃ)　150　公尺　(Ｄ)　200　公尺。,答案：(Ｄ) 解析：來回　1　次就是　2　趟，來回　4　次是　8　趟，所以　25×8＝200（公尺）。 ,難,4-1_二位數乘以一位數
(   )「378＋378＋378」用乘法算式表示，下面何者正確？　(Ａ)　300×3　(Ｂ)　378×3　(Ｃ)　78×3　(Ｄ)　378－3。,答案：(Ｂ) 解析：378＋378＋378　就是　378×3。 ,中,4-2_三位數乘以一位數
(   )「590×7」的直式，乘數的　7　要對齊哪個數字？　(Ａ)　5　(Ｂ)　9　(Ｃ)　0　(Ｄ)都可以。,答案：(Ｃ) 解析：個位要對齊個位。 ,易,4-2_三位數乘以一位數
(   )進口巧克力禮盒一盒賣　600　元，媽媽買了　3　盒，共要付多少元？　(Ａ)　1000　元　(Ｂ)　1200　元　(Ｃ)　1600　元　(Ｄ)　1800　元。,答案：(Ｄ) 解析：600×3＝1800 ,易,4-2_三位數乘以一位數
(   )一箱梨子有　112　顆，麗淑買了　3　箱，共有幾顆梨子？　(Ａ)　186　顆　(Ｂ)　246　顆　(Ｃ)　336　顆　(Ｄ)　396　顆。,答案：(Ｃ) 解析：112×3＝336 ,易,4-2_三位數乘以一位數
(   )一籃雞蛋有　128　顆，真便宜超市今天進貨了　5　籃，共有幾顆雞蛋？　(Ａ)　480　顆　(Ｂ)　520　顆　(Ｃ)　580　顆　(Ｄ)　640　顆。,答案：(Ｄ) 解析：128×5＝640 ,中,4-2_三位數乘以一位數
(   )一袋棒棒糖有　142　枝，敏芳買了　3　袋，共有幾枝棒棒糖？　(Ａ)　426　枝　(Ｂ)　456　枝　(Ｃ)　486　枝　(Ｄ)　506　枝。,答案：(Ａ) 解析：142×3＝426 ,易,4-2_三位數乘以一位數
(   )二手書局每本繪本都賣　160　元，玄燁買了　5　本要付多少元？　(Ａ)　700　元　(Ｂ)　800　元　(Ｃ)　900　元　(Ｄ)　960　元。,答案：(Ｂ) 解析：160×5＝800 ,易,4-2_三位數乘以一位數
(   )一盒水蜜桃　660　元，弘曆買了　6　盒，要付多少元？　(Ａ)　666　元　(Ｂ)　3660　元　(Ｃ)　3860　元　(Ｄ)　3960　元。,答案：(Ｄ) 解析：660×6＝3960 ,易,4-2_三位數乘以一位數
(   )一袋櫻桃　380　元，淳豐買了　9　袋，要付多少元？　(Ａ)　3420　元　(Ｂ)　3520　元　(Ｃ)　3620　元　(Ｄ)　3820　元。,答案：(Ａ) 解析：380×9＝3420 ,易,4-2_三位數乘以一位數
(   )一盒棒球有　12　顆，一盒　115　元，教練買　6　盒，要付多少元？　(Ａ)　72　元　(Ｂ)　390　元　(Ｃ)　590　元　(Ｄ)　690　元。,答案：(Ｄ) 解析：115×6＝690 ,中,4-2_三位數乘以一位數
(   )一個　7　號夜光籃球　373　元，哥哥買　3　個，要付多少元？　(Ａ)　1109　元　(Ｂ)　1119　元　(Ｃ)　2611　元　(Ｄ)　2711　元。,答案：(Ｂ) 解析：373×3＝1119 ,中,4-2_三位數乘以一位數
