input,output,difficulty,chapter
(   )一鍋綠豆湯　1　公升　350　毫升，老闆煮了　2　鍋，一共有多少綠豆湯？　(Ａ)　2　公升　350　毫升　(Ｂ)　2　公升　700　毫升　(Ｃ)　1　公升　700　毫升　(Ｄ)　3　公升　350　毫升。,答案：(Ｂ)  ,中,2-4_容量的計算
(   )超市周年慶特賣，買一瓶　1　公升的果汁，贈送同品牌每瓶　450　毫升的果汁　2　瓶，媽媽買了一瓶　1　公升的果汁，總共可得到幾公升幾毫升的果汁？　(Ａ)　1　公升　450　毫升　(Ｂ)　2　公升　450　毫升　(Ｃ)　1　公升　900　毫升　(Ｄ)　2　公升　900　毫升,答案：(Ｃ) 解析：450　毫升＋450　毫升＝900　毫升 1　公升＋900　毫升＝1　公升　900　毫升 ,中,2-4_容量的計算
(   )姐姐在容量　1　公升的空瓶內倒入　650　毫升的水，她最多還可以加多少熱水混合成溫開水？　(Ａ)　650　毫升　(Ｂ)　550　毫升　(Ｃ)　450　毫升　(Ｄ)　350　毫升。,答案：(Ｄ) 解析：1　公升＝1000　毫升 1000－650＝350 ,易,2-4_容量的計算
(   )青草汁每　500　毫升賣　45　元，媽媽買了　1　公升的青草汁，要付多少元？　(Ａ)　45　元　(Ｂ)　65　元　(Ｃ)　90　元　(Ｄ)　545　元,答案：(Ｃ) 解析：1　公升＝1000　毫升，1000－500＝500 媽媽共買了　2　瓶青草汁，要付　45＋45＝90　元。 ,難,2-4_容量的計算
(   )一個圓有幾個圓心？　(Ａ)　1　個　(Ｂ)　2　個　(Ｃ)　3　個　(Ｄ)無限多個。,答案：(Ａ) ,易,4-1_認識圓
(   )圓心到圓周的距離稱為　(Ａ)直徑　(Ｂ)半徑　(Ｃ)圓周　(Ｄ)圓弧。,答案：(Ｂ) ,易,4-1_認識圓
(   )一個圓中共有幾條直徑？　(Ａ)　1　條　(Ｂ)　2　條　(Ｃ)　3　條　(Ｄ)無限多條。,答案：(Ｄ) ,中,4-1_認識圓
(   )一個圓中，半徑有幾條？　(Ａ)　1　條　(Ｂ)　2　條　(Ｃ)　3　條　(Ｄ)無限多條。,答案：(Ｄ) ,中,4-1_認識圓
(   )有一個圓的半徑是　6　公分，直徑是幾公分？　(Ａ)　6　公分　(Ｂ)　12　公分　(Ｃ)　9　公分　(Ｄ)　36　公分。,答案：(Ｂ) 解析：直徑和半徑的　2　倍一樣長，所以直徑是　12　公分。 ,易,4-1_認識圓
(   )在圓中可以看到　(Ａ)圓心、半徑和直角　(Ｂ)頂點、直徑和角　(Ｃ)圓心、圓周、直徑和半徑　(Ｄ)頂點、邊和角。,答案：(Ｃ) ,中,4-1_認識圓
(   )有一個半徑　8　公分的圓，在圓周上隨便取兩個點連成直線的距離，不可能是下面哪一個長度？　(Ａ)　18　公分　(Ｂ)　16　公分　(Ｃ)　10　公分　(Ｄ)　8　公分。,答案：(Ａ) 解析：圓內最長的直線是直徑，這個圓的直徑是　16　公分，所以圓內的直線長度不會超過　16　公分。 ,難,4-1_認識圓
(   )一個圓裡最長的直線稱為　(Ａ)半徑　(Ｂ)直徑　(Ｃ)圓周　(Ｄ)圓心。,答案：(Ｂ) ,易,4-1_認識圓
(   )圓的半徑是　5　公分，那麼直徑會是幾公分？　(Ａ)　5　公分　(Ｂ)　8　公分　(Ｃ)　10　公分　(Ｄ)　15　公分。,答案：(Ｃ) 解析：直徑是半徑的　2　倍，5×2＝10 ,易,4-1_認識圓
(   )在同一個圓裡，直徑的長度和半徑的幾倍一樣長？　(Ａ)　10　倍　(Ｂ)　1　倍　(Ｃ)　2　倍　(Ｄ)　4　倍。,答案：(Ｃ) ,中,4-1_認識圓
(   )把圓規打開　4　公分，畫出來的圓的半徑是幾公分？　(Ａ)　2　公分　(Ｂ)　4　公分　(Ｃ)　6　公分　(Ｄ)　8　公分。,答案：(Ｂ) 解析：把圓規打開　4　公分畫圓，半徑就是　4　公分。 ,易,4-2_使用圓規
(   )下面關於圓規的敘述，哪一個錯誤？　(Ａ)圓規可以畫圓　(Ｂ)畫圓時，要將有針的一角固定在紙上　(Ｃ)圓規可以直接畫出直線　(Ｄ)圓規畫的圓大小是由兩腳打開的長度決定。,答案：(Ｃ) 解析：(Ｃ)圓規可以比較直線長度，但無法直接畫出直線。 ,中,4-2_使用圓規
(   )用圓規畫圓，所畫出的線條，是圓的哪個部位？　(Ａ)半徑　(Ｂ)直徑　(Ｃ)圓心　(Ｄ)圓周。,答案：(Ｄ) ,中,4-2_使用圓規
(   )想用圓規畫出直徑　8　公分的圓，圓規兩腳應該要打開幾公分？　(Ａ)　8　公分　(Ｂ)　16　公分　(Ｃ)　4　公分　(Ｄ)　24　公分。,答案：(Ｃ) 解析：直徑　8　公分的圓，半徑應該是　4　公分，圓規兩腳應該要打開　4　公分。 ,中,4-2_使用圓規
(   )把圓規打開　6　公分，畫出來的圓的直徑是多少公分？　(Ａ)　6　公分　(Ｂ)　12　公分　(Ｃ)　18　公分　(Ｄ)　3　公分。,答案：(Ｂ) 解析：圓規打開　6　公分，表示半徑是　6　公分，圓的直徑是　12　公分。 ,中,4-2_使用圓規
(   )下面哪一個是圓規的功能？　(Ａ)畫圓　(Ｂ)測量重量　(Ｃ)分辨顏色　(Ｄ)記錄時間。,答案：(Ａ) ,中,4-2_使用圓規
(   )若將圓規兩腳張開　4　公分，畫出一個圓，這個圓的直徑會是幾公分？　(Ａ)　3　公分　(Ｂ)　6　公分　(Ｃ)　8　公分　(Ｄ)　12　公分。,答案：(Ｃ) 解析：圓規兩腳打開的長度是半徑，半徑　4　公分，4×2＝8。 ,中,4-2_使用圓規
(   )使用圓規畫圓時，有針的一腳要固定在什麼地方？　(Ａ)圓周　(Ｂ)圓心　(Ｃ)直徑上任何一個點　(Ｄ)半徑上任何一個點。,答案：(Ｂ) ,中,4-2_使用圓規
(   )使用圓規畫圓時，圓規兩腳打開的長度越大，所畫出來的圓就會　(Ａ)越小　(Ｂ)越大　(Ｃ)不一定　(Ｄ)無法判斷。,答案：(Ｂ) ,易,4-2_使用圓規
(   )把　3　顆一樣重的水梨裝入盒子，總重量　960　公克，盒子　30　公克，一顆水梨重幾公克？　(Ａ)　290　公克　(Ｂ)　310　公克　(Ｃ)　330　公克　(Ｄ)　350　公克。,答案：(Ｂ) 解析：先算　3　顆水梨的重量：960－30＝930， 再算一顆水梨的重量：930÷3＝310。 ,中,5-1_加減與除法兩步驟問題
(   )姐姐買了　4　雙白襪子和　5　雙黑襪子，每雙襪子的價格都相同，共付了　180　元，每雙襪子賣多少元？　(Ａ)　45　元　(Ｂ)　36　元　(Ｃ)　20　元　(Ｄ)　18　元。,答案：(Ｃ) 解析：先算共買幾雙襪子：4＋5＝9， 再算一雙襪子賣多少元：180÷9＝20。 ,易,5-1_加減與除法兩步驟問題
(   )一枝原子筆　8　元，王老師原有　18　枝原子筆，又花了　304　元買原子筆，現在王老師共有幾枝原子筆？　(Ａ)　20　枝　(Ｂ)　38　枝　(Ｃ)　39　枝　(Ｄ)　56　枝。,答案：(Ｄ) 解析：先算　304　元可以買幾支原子筆：304÷8＝38， 再算現在共有幾支筆：38＋18＝56。 ,易,5-1_加減與除法兩步驟問題
(   )有　408　顆珠子，每　6　顆裝一包，上美勞課時老師把　33　包珠子分給小朋友當材料裝飾人偶，老師還剩下幾包珠子？　(Ａ)　68　包　(Ｂ)　33　包　(Ｃ)　35　包　(Ｄ)　101　包。,答案：(Ｄ) 解析：先算　408　顆珠子可以裝幾包：408÷6＝68， 再算分完後剩下幾包：68－33＝35。 ,易,5-1_加減與除法兩步驟問題
(   )美芳有　263　元，家慧有　177　元，兩人的錢合起來，剛好可以買　4　包貼紙，一包貼紙賣多少元？　(Ａ)　150　元　(Ｂ)　130　元　(Ｃ)　110　元　(Ｄ)　90　元。,答案：(Ｃ) 解析：先算　2　人共有幾元：263＋177＝440， 再算　1　包貼紙賣多少元：440÷4＝110， 一包貼紙賣　110　元。 ,易,5-1_加減與除法兩步驟問題
(   )上衣　3　件賣　600　元，運動褲　1　件的價錢比上衣　1　件貴　270　元，運動褲　1　件賣多少元？　(Ａ)　200　元　(Ｂ)　270　元　(Ｃ)　470　元　(Ｄ)　600　元。,答案：(Ｃ) 解析：先算　1　件上衣賣多少元：600÷3＝200， 再算　1　件運動褲賣多少元：200＋270＝470， 1　件運動褲賣　470　元。 ,中,5-1_加減與除法兩步驟問題
(   )靜香烤餅乾，早上烤了　89　塊餅乾，下午烤了　67　塊餅乾，她將餅乾帶到學校，平分給　6　位同學吃，每位同學分到幾塊餅乾？　(Ａ)　89　塊　(Ｂ)　26　塊　(Ｃ)　156　塊　(Ｄ)　67　塊。,答案：(Ｂ) 解析：先算早上和下午共烤幾塊餅乾：89＋67＝156， 再算每位同學分到幾塊餅乾：156÷6＝26， 每位同學分到　26　塊餅乾。 ,中,5-1_加減與除法兩步驟問題
(   )張阿姨帶　3000　元出門，買一件　2650　元的洋裝，剩下的錢買了　2　件相同的短褲，1　件短褲賣多少元？　(Ａ)　175　元　(Ｂ)　350　元　(Ｃ)　2650　元　(Ｄ)　1500　元。,答案：(Ａ) 解析：先算買完　1　件洋裝剩幾元：3000－2650＝350， 再算　1　件短褲賣多少元：350÷2＝175， 1　件短褲賣　175　元。 ,中,5-1_加減與除法兩步驟問題
(   )涼冰冰飲料店　1　杯珍珠奶茶賣　55　元，急凍飲料店　5　杯珍珠奶茶賣　300　元，各買　5　杯珍珠奶茶，涼冰冰飲料店每一杯的價錢比急凍飲料店的便宜幾元？　(Ａ)　5　元　(Ｂ)　55　元　(Ｃ)　60　元　(Ｄ)　300　元。,答案：(Ａ) 解析：先算急凍飲料店　1　杯珍珠奶茶賣多少元：300÷5＝60， 再算涼冰冰飲料店的每一杯比急凍飲料店的便宜多少元：60－55＝5， 涼冰冰飲料店每一杯的價錢比急凍飲料店的便宜　5　元。 ,中,5-1_加減與除法兩步驟問題
(   )一件衣服賣　185　元，一件褲子的價錢和衣服的　2　倍一樣多，一雙鞋子的價錢和褲子的　3　倍一樣多，一雙鞋子賣幾元？　(Ａ)　1100　元　(Ｂ)　1110　元　(Ｃ)　1120　元　(Ｄ)　1150　元。,答案：(Ｂ) 解析：先算　1　件褲子的價錢：185×2＝370， 再算　1　雙鞋子的價錢：370×3＝1110。 ,中,5-2_乘法兩步驟問題
(   )每罐手工果醬　116　元，每一箱有　8　罐，餐廳老闆進貨　3　箱共要多少元？　(Ａ)　356　元　(Ｂ)　1276　元　(Ｃ)　2784　元　(Ｄ)　3400　元。,答案：(Ｃ) 解析：先算　1　箱果醬賣多少元：116×8＝928， 再算買　3　箱果醬共要多少元：928×3＝2784。 ,中,5-2_乘法兩步驟問題
(   )水餃店的員工忙著包水餃，每個盤子放　25　個水餃，一桌放　8　盤，5　桌共有多少個水餃？　(Ａ)　200　個　(Ｂ)　400　個　(Ｃ)　800　個　(Ｄ)　1000　個。,答案：(Ｄ) 解析：先算　1　桌有幾個水餃：25×8＝200， 再算　5　桌共有幾個水餃：200×5＝1000。 ,中,5-2_乘法兩步驟問題
(   )甜點店裡的一個切片蛋糕賣　35　元，一盒裝　3　個切片蛋糕。明華買了　4　盒，她要付多少元？　(Ａ)　420　元　(Ｂ)　105　元　(Ｃ)　140　元　(Ｄ)　400　元。,答案：(Ａ) 解析：先算　1　盒賣多少元：35×5＝105， 再算　4　盒共要付多少元：105×4＝420。 ,中,5-2_乘法兩步驟問題
(   )點心坊昨天賣出的甜甜圈數量和奶酥麵包的　5　倍一樣多，奶酥麵包的數量和草莓蛋糕的　3　倍一樣多。昨天草莓蛋糕賣了　46　個，甜甜圈賣了多少個？　(Ａ)　138　個　(Ｂ)　230　個　(Ｃ)　460　個　(Ｄ)　690　個。,答案：(Ｄ) 解析：先算奶酥麵包賣的數量：46×3＝138， 再算甜甜圈賣的數量：138×5＝690。 ,中,5-2_乘法兩步驟問題
(   )每條聖誕燈飾上面有　68　個燈泡，每棵聖誕樹上都掛了　5　條燈飾，超市門口擺放了　4　棵聖誕樹，共掛幾個燈泡？　(Ａ)　1360　個　(Ｂ)　340　個　(Ｃ)　272　個　(Ｄ)　680　個。,答案：(Ａ) 解析：先算每棵聖誕樹有幾顆燈泡：68×5＝340， 再算　4　棵聖誕樹共掛幾顆燈泡：340×4＝1360。 ,中,5-2_乘法兩步驟問題
(   )0.7　的　7　在位值表上會記在　(Ａ)十位　(Ｂ)個位　(Ｃ)個分位　(Ｄ)十分位。,答案：(Ｄ) ,易,6-1_認識一位小數
(   )105.6　的十分位是　(Ａ)　1　(Ｂ)　0　(Ｃ)　5　(Ｄ)　6。,答案：(Ｄ) ,易,6-1_認識一位小數
(   )2.8　是幾個　0.1　合起來的？　(Ａ)　2.8　個　(Ｂ)　28　個　(Ｃ)　280　個　(Ｄ)　2800　個。,答案：(Ｂ) ,易,6-1_認識一位小數
(   )「2.3」讀作　(Ａ)二點三　(Ｂ)三點二　(Ｃ)三二　(Ｄ)二三。,答案：(Ａ) ,易,6-1_認識一位小數
(   )「26.8」讀作　(Ａ)二六八　(Ｂ)二點六八　(Ｃ)二六點八　(Ｄ)二十六點八。,答案：(Ｄ) ,易,6-1_認識一位小數
(   )53.6　中的「6」，在哪一個位置？　(Ａ)百位　(Ｂ)十分位　(Ｃ)個位　(Ｄ)十位。,答案：(Ｂ) 解析：53.6　中，5　是十位，3　是個位，6　是十分位。 ,易,6-1_認識一位小數
(   )27.8　讀作　(Ａ)二七點八　(Ｂ)八點七二　(Ｃ)二點七八　(Ｄ)二十七點八。,答案：(Ｄ) ,易,6-1_認識一位小數
(   )公斤的麵粉，用小數記成　(Ａ)　0.3　公斤　(Ｂ)　0.4　公斤　(Ｃ)　0.6　公斤　(Ｄ)　0.7　公斤。,答案：(Ａ) ,中,6-1_認識一位小數
