input,output,difficulty,chapter
(   )游泳池裡原有　2　個人，又來了　8　個人，現在游泳池裡共有幾個人？下面哪一個算式可以算出共有幾個人？　(Ａ)　2＋2＝4　(Ｂ)　1＋8＝9　(Ｃ)　2＋8＝10。,答案：(Ｃ) ,中,6-1_加法算式
(   )操場上有　4　個小朋友在玩球，又來了　3　個小朋友，操場上共有幾個小朋友在玩球？下面哪一個算式可以算出共有幾個小朋友？　(Ａ)　4＋3＝7　(Ｂ)　4＋4＝8　(Ｃ)　3＋3＝6。,答案：(Ａ) ,易,6-1_加法算式
(   )樹洞裡已經有　7　隻螞蟻，又爬來　2　隻，一共有幾隻螞蟻？　(Ａ)　7　隻　(Ｂ)　8隻　(Ｃ)　9　隻。,答案：(Ｃ) 解析：7＋2＝9 ,中,6-1_加法算式
(   )有　15　顆栗子，姐姐拿了　6　顆，弟弟拿了　4　顆，姐姐和弟弟一共拿了幾顆栗子？　(Ａ)　5　顆　(Ｂ)　13　顆　(Ｃ)　10　顆。,答案：(Ｃ) 解析：6＋4＝10。 ,難,6-1_加法算式
(   )賣火柴的女孩，下午點了　4　根火柴，晚上點了　5　根火柴，她共點了幾根火柴？　(Ａ)　7　根　(Ｂ)　8　根　(Ｃ)　9　根。,答案：(Ｃ) 解析：4＋5＝9。 ,中,6-1_加法算式
(   )公車上原有　6　個人，又上來　4　個人，現在公車上總共有幾個人？　(Ａ)　9　個人　(Ｂ)　10　個人　(Ｃ)　2　個人。,答案：(Ｂ) 解析：6＋4＝10。 ,易,6-1_加法算式
(   )下面哪一個算式的答案和其他兩個不一樣？　(Ａ)　2＋6　(Ｂ)　6＋3　(Ｃ)　4＋4。,答案：(Ｂ) 解析：(Ａ)　2＋6＝8；(Ｂ)　6＋3＝9；(Ｃ)　4＋4＝8 ,中,6-3_加法練習
(   )下面哪兩個數合起來是　10　？　(Ａ)　4　和　5　(Ｂ)　6　和　1　(Ｃ)　8　和　2。,答案：(Ｃ) 解析：(Ａ)　4　和　5　合起來是　9；(Ｂ)　6　和　1　合起來是　7。 ,中,6-3_加法練習
(   )碗裡面有　8　顆湯圓，吃掉　3　顆，還剩下幾顆湯圓？ (Ａ)　6　顆　(Ｂ)　5　顆　(Ｃ)　4　顆。,答案：(Ｂ) ,易,7-1_減法算式
(   )公園裡有　9　個人在打太極拳，走了　2　個人後，還剩下幾個人？ (Ａ)　5　個人　(Ｂ)　6　個人　(Ｃ)　7　個人。,答案：(Ｃ) ,易,7-1_減法算式
(   )學校有　6　棵樹，砍倒　2　棵後，還剩下幾棵樹？ (Ａ)　4　棵　(Ｂ)　5　棵　(Ｃ)　2　棵。,答案：(Ａ) ,易,7-1_減法算式
(   )有　8　朵玫瑰花，枯掉　3　朵，還剩下幾朵玫瑰花？　(Ａ)　7　朵　(Ｂ)　6　朵　(Ｃ)　5　朵。,答案：(Ｃ)  ,易,7-1_減法算式
(   )冰箱裡有　5　瓶礦泉水，姐姐喝掉　3　瓶，還剩下幾瓶礦泉水？　(Ａ)　1　瓶　(Ｂ)　2　瓶　(Ｃ)　3　瓶。,答案：(Ｂ) ,易,7-1_減法算式
(   )10　隻瓢蟲，飛走　4　隻，還剩下幾隻瓢蟲？下面哪個算式是對的？ (Ａ)　10－4＝6　(Ｂ)　6－4＝2　(Ｃ)　10－6＝4。,答案：(Ａ) ,中,7-1_減法算式
(   )車上有　9　個人，3　個人下車後，還剩下幾個人？　(Ａ)　6　個人　(Ｂ)　7　個人　(Ｃ)　8　個人。,答案：(Ａ) ,中,7-1_減法算式
(   )樹上有　9　隻小鳥，貓咪跑來後，樹上的　9　隻小鳥全部飛走了。樹上還有幾隻小鳥？ (Ａ)　0　隻　(Ｂ)　8　隻　(Ｃ)　9　隻。,答案：(Ａ) ,難,7-2_0的減法
(   )樹上原來有　3　隻小鳥，飛走　3　隻後，樹上還有幾隻小鳥？ (Ａ)　1　隻　(Ｂ)　2　隻　(Ｃ)　0　隻。,答案：(Ｃ) ,中,7-2_0的減法
(   )10－2　的答案是多少？　(Ａ)　7　(Ｂ)　8　(Ｃ)　9。,答案：(Ｂ) ,易,7-3_減法練習
(   )小美原有　9　顆糖果，分給姐姐　7　顆，小美還有幾顆糖果？　(Ａ)　2　顆　(Ｂ)　3　顆　(Ｃ)　4　顆。,答案：(Ａ) 解析：9－7＝2 ,中,7-4_加一加，減一減
(   )雞舍裡有　3　隻公雞和　7　隻母雞，雞舍裡有幾隻雞？　(Ａ)　10　隻　(Ｂ)　4　隻　(Ｃ)　3　隻。,答案：(Ａ) 解析：3＋7＝10 ,中,7-4_加一加，減一減
(   )教室裡有　10　個小朋友，4　個小朋友出去上廁所，教室裡還有幾個小朋友？　(Ａ)　5　個　(Ｂ)　6　個　(Ｃ)　7　個。,答案：(Ｂ) 解析：10－4＝6 ,中,7-4_加一加，減一減
(   )小明家養了　4　隻鳥，小強家養了　6　隻鳥，兩人合起來養了幾隻鳥？　(Ａ)　11　隻　(Ｂ)　10　隻　(Ｃ)　3　隻。,答案：(Ｂ) 解析：4＋6＝10 ,中,7-4_加一加，減一減
(   )媽媽買了　7　顆蘋果，今天吃掉　3　顆，還有幾顆蘋果？　(Ａ)　4　顆　(Ｂ)　5　顆　(Ｃ)　6　顆。,答案：(Ａ) 解析：7－3＝4 ,中,7-4_加一加，減一減
(   )晒衣架上有　9　條毛巾，被風吹掉　3　條，晒衣架上還有幾條毛巾？　(Ａ)　5　條　(Ｂ)　6　條　(Ｃ)　7　條。,答案：(Ｂ) 解析：9－3＝6 ,中,7-4_加一加，減一減
(   )小紅帽採了　4　朵紅花後，又採了　6　朵黃花，小紅帽採了幾朵花？　(Ａ)　2　朵　(Ｂ)　8　朵　(Ｃ)　10　朵。,答案：(Ｃ) 解析：4＋6＝10。 ,中,7-4_加一加，減一減
(   )「22」怎麼讀？(Ａ)二十二　(Ｂ)十二　(Ｃ)二二。,答案：(Ａ) ,易,8-2_數到30
(   )「27」怎麼讀？(Ａ)二十一　(Ｂ)七十二　(Ｃ)二十七。,答案：(Ｃ) ,易,8-2_數到30
(   )「29」怎麼讀？(Ａ)二十六　(Ｂ)二十九　(Ｃ)九十二。,答案：(Ｂ) ,易,8-2_數到30
(   )停車場有　30　輛汽車，開走　1　輛，還有幾輛汽車？(Ａ)　30　輛　(Ｂ)　29　輛　(Ｃ)　28　輛。,答案：(Ｂ) ,中,8-2_數到30
(   )停車場有　29　輛汽車，又開進來　1　輛，現在停車場有幾輛汽車？(Ａ)　30　輛　(Ｂ)　29　輛　(Ｃ)　28　輛。,答案：(Ａ) ,中,8-2_數到30
(   )麵包店裡有　16　個牛角麵包和　12　個甜甜圈，牛角麵包多還是甜甜圈多？　(Ａ)牛角麵包　(Ｂ)甜甜圈　(Ｃ)一樣多。,答案：(Ａ) ,中,8-4_數的比較
(   )26、10、18　三個數中，哪一個數最大？　(Ａ)　26　(Ｂ)　10　(Ｃ)　18。,答案：(Ａ) ,難,8-4_數的比較
(   )按照由小到大的順序，排出　29、7、12　三個數？　(Ａ)　12、7、29　(Ｂ)　12、29、7　(Ｃ)　7、12、29。,答案：(Ｃ) ,難,8-4_數的比較
(   )11、27、30，哪一個數最小？　(Ａ)　11　(Ｂ)　27　(Ｃ)　30。,答案：(Ａ) 解析：順著數，最先數到的數最小，所以　11　最小。 ,難,8-4_數的比較
(   )停車場有　25　輛汽車和　28　輛機車，哪一種比較多？　(Ａ)汽車　(Ｂ)機車　(Ｃ)一樣多。,答案：(Ｂ) ,中,8-4_數的比較
(   )冰箱裡有　15　瓶果汁和　9　瓶牛奶，哪一種比較少？　(Ａ)果汁　(Ｂ)牛奶　(Ｃ)一樣多。,答案：(Ｂ) ,中,8-4_數的比較
(   )有　18　位小朋友和　15　頂帽子，小朋友多還是帽子多？　(Ａ)小朋友　(Ｂ)帽子　(Ｃ)一樣多。,答案：(Ａ) ,易,8-4_數的比較
(   )廚房有　25　顆蘋果和　28　顆梨子，蘋果比梨子多還是少？　(Ａ)多　(Ｂ)少　(Ｃ)一樣。,答案：(Ｂ) ,中,8-4_數的比較
(   )盒子裡有　20　顆軟糖和　17　顆巧克力，20　顆比　17　顆多還是少？　(Ａ)多　(Ｂ)少　(Ｃ)一樣。,答案：(Ａ) ,易,8-4_數的比較
(   )小紅帽要去外婆家，下面哪一件事情會最後發生？　(Ａ)從家裡出發　(Ｂ)帶著花到達外婆家　(Ｃ)在路上採了花。,答案：(Ｂ) ,難,9-1_事件的先後
(   )做下面哪一件事花的時間最長？　(Ａ)吃一碗飯　(Ｂ)喝一杯豆漿　(Ｃ)看一部電影。,答案：(Ｃ) ,中,9-1_事件的先後
(   )做下面哪一件事花的時間最短？　(Ａ)下課休息時間玩遊戲　(Ｂ)午睡　(Ｃ)晚上睡覺。,答案：(Ａ) ,易,9-1_事件的先後
