input,output,difficulty,chapter
(   )桃園市的人口有兩百二十七萬零八百零八人，下列哪一個是正確的記法？　(Ａ)　22788　人　(Ｂ)　2278008　人　(Ｃ)　2270088　人　(Ｄ)　2270808　人。,答案：(Ｄ) 解析：兩百二十七萬零八百零八記作　2270808。 ,中,1-2_一億以內的數
(   )每捆鈔票有　100　張千元鈔票，王老闆從銀行領了　10　捆，一共是多少元？　(Ａ)　1　萬元　(Ｂ)　10　萬元　(Ｃ)　100　萬元　(Ｄ)　1000　萬元。,答案：(Ｃ) 解析：100　張千元鈔票是　10　萬元，10　捆　10　萬元是　100　萬元。 ,中,1-2_一億以內的數
(   )25　個十萬合起來是多少？　(Ａ)　2500　萬　(Ｂ)　250　萬　(Ｃ)　25　萬　(Ｄ)　2　萬　5　千。,答案：(Ｂ) 解析：25　個十萬就是　250　個一萬，也就是　250　萬。 ,易,1-2_一億以內的數
(   )900　萬再加上　1　個萬是　(Ａ)　1000　萬　(Ｂ)　910　萬　(Ｃ)　901　萬　(Ｄ)　100　萬。,答案：(Ｃ) 解析：900　萬是　900　個萬，再加上　1　個萬，900＋1＝901，共有　901　萬。 ,易,1-2_一億以內的數
(   )2863421＜28□2638，□的數字不可填入　(Ａ)　6　(Ｂ)　7　(Ｃ)　8　(Ｄ)　9。,答案：(Ａ) 解析：2863421＞2862638，所以□不可填入　6。 ,中,1-3_大數的大小比較與加減
(   )下列哪個數小於　2　百萬？　(Ａ)　2980460　(Ｂ)　3869300　(Ｃ)　12600688　(Ｄ)　450982。,答案：(Ｄ) 解析：450982＜2　百萬，其餘　3　個數都比　2　百萬大。 ,易,1-3_大數的大小比較與加減
(   )張叔叔的錢包裡有　25　張千元鈔票和　3　張　500　元鈔票，合起來一共是多少元？　(Ａ)　4000　元　(Ｂ)　251500　元　(Ｃ)　26500　元　(Ｄ)　40000　元。,答案：(Ｃ) 解析：25　張千元鈔票是　25000　元，3　張　500　元鈔票是　1500　元，合起來是　26500　元。 ,中,1-3_大數的大小比較與加減
(   )36095247　和　36592481　比較大小，要從哪一位開始比？　(Ａ)千萬位　(Ｂ)十萬位　(Ｃ)千位　(Ｄ)個位。,答案：(Ａ) 解析：二個數的位數相同時，從最高位開始比。 ,易,1-3_大數的大小比較與加減
(   )532□9999＞53250000，□的數字不可能是多少？　(Ａ)　7　(Ｂ)　6　(Ｃ)　5　(Ｄ)　4。,答案：(Ｄ) 解析：53249999＜53250000 ,中,1-3_大數的大小比較與加減
(   )小林有　25　張千元鈔票，小張有　251　張百元鈔票，小陳有　25001　個一元硬幣，小王有　20　張千元鈔票和　26　張百元鈔票，誰的錢最多？　(Ａ)小林　(Ｂ)小張　(Ｃ)小陳　(Ｄ)小王。,答案：(Ｂ) 解析：小林有　25000　元，小張有　25100　元，小陳有　25001　元，小王有　22600　元，25100＞25001＞25000＞22600，小張的錢最多。 ,中,1-3_大數的大小比較與加減
(   )下列哪一個是用長條圖形來表示統計資料的統計圖？　(Ａ)設計圖　(Ｂ)地圖　(Ｃ)長條圖　(Ｄ)方格圖。,答案：(Ｃ) ,易,10-1_報讀長條圖
(   )下列哪一個項目不會出現在長條圖中？　(Ａ)正字畫記　(Ｂ)縱軸名稱　(Ｃ)標題　(Ｄ)橫軸名稱。,答案：(Ａ) ,易,10-1_報讀長條圖
(   )以長條狀圖形的高度或長度代表資料的統計圖形，且其中各各長條間並不相連，這種統計圖表叫做什麼？　(Ａ)折線圖　(Ｂ)設計圖　(Ｃ)長條圖　(Ｄ)圓形圖。,答案：(Ｃ) ,易,10-1_報讀長條圖
(   )繪製一張完整的長條圖必須包含哪些？　(Ａ)資料　(Ｂ)標題、橫軸和縱軸　(Ｃ)刻度大小和數量　(Ｄ)以上皆是。,答案：(Ｄ) ,易,10-2_製作長條圖
(   )折線圖的折線如果呈現右斜上的情形，表示數量　(Ａ)增加　(Ｂ)減少　(Ｃ)不變　(Ｄ)無法估計。,答案：(Ａ) 解析：折線圖的折線往右斜上時，表示數量增加。 ,易,10-3_報讀折線圖
(   )折線圖的折線如果呈現高低起伏大的情形，表示　(Ａ)數量變化小　(Ｂ)數量變化大　(Ｃ)數量沒有變化　(Ｄ)數量不易測量。,答案：(Ｂ) 解析：折線圖的數量差距較大時，畫出來的折線高低起伏會較大。 ,中,10-3_報讀折線圖
(   )折線圖的折線如果呈現右斜下的情形，表示數量　(Ａ)增加　(Ｂ)減少　(Ｃ)不變　(Ｄ)無法估計。,答案：(Ｂ) 解析：折線圖的折線往右斜下時，表示數量減少。 ,易,10-3_報讀折線圖
(   )折線圖的折線如果呈現高低起伏小的情形，表示　(Ａ)數量變化大　(Ｂ)數量變化小　(Ｃ)數量沒有變化　(Ｄ)數量不易測量。,答案：(Ｂ) 解析：折線圖的數量差距較小時，畫出來的折線高低起伏會較小。 ,中,10-3_報讀折線圖
(   )「4259×7」的答案中，百位數字是多少？　(Ａ)　2　(Ｂ)　9　(Ｃ)　8　(Ｄ)　1。,答案：(Ｃ) ,易,2-1_乘以一、二位數
(   )「62×49」可以怎麼計算？　(Ａ)　62×4＋62×9　(Ｂ)　62×40＋62×9　(Ｃ)　62×90＋62×4　(Ｄ)　49×6＋49×2。,答案：(Ｂ) 解析：62×49＝62×40＋62×9 ,中,2-1_乘以一、二位數
(   )下列哪一個算式的答案最大？　(Ａ)　148×48　(Ｂ)　22×148　(Ｃ)　148×15　(Ｄ)　36×148。,答案：(Ａ) 解析：乘法有交換律，所以　4　個選項的算式可以看成：(Ａ)　148×48；(Ｂ)　148×22；(Ｃ)　148×15；(Ｄ)　148×36。被乘數相同，乘數最大，積就是最大的。 ,易,2-1_乘以一、二位數
(   )要算一天有幾分鐘，算式可以寫成哪一個？　(Ａ)　60×60　(Ｂ)　12×60　(Ｃ)　60×12　(Ｄ)　60×24。,答案：(Ｄ) 解析：一天有　24　小時，一小時　60　分鐘。 ,易,2-1_乘以一、二位數
(   )「1487×8」與「9×1487」的答案相差多少？　(Ａ)　63　(Ｂ)　1　(Ｃ)　1487　(Ｄ)　2974。,答案：(Ｃ) 解析：「9×1487」就是　1487×9，跟「1487×8」相差「1487×1」，也就是相差　1487。 ,中,2-1_乘以一、二位數
(   )百貨公司販售新年福袋每個　1688　元，李小姐買了　8　個，共要付多少元？　(Ａ)　1688　元　(Ｂ)　1354　元　(Ｃ)　13504　元　(Ｄ)　16880　元。,答案：(Ｃ) 解析：1688×8＝13504 ,中,2-1_乘以一、二位數
(   )一袋糖果賣　327　元，王老闆今天一共賣了　50　袋，總共賣了多少元？　(Ａ)　1635　元　(Ｂ)　1735　元　(Ｃ)　16350　元　(Ｄ)　17350　元。,答案：(Ｃ) 解析：327×50＝16350 ,易,2-1_乘以一、二位數
(   )計算「369×99」時，可先將乘數看成多少來估算？　(Ａ)　9　(Ｂ)　400　(Ｃ)　360　(Ｄ)　100。,答案：(Ｄ) 解析：計算「369×99」時，可先將乘數　99　看成　100　來估算。 ,難,2-1_乘以一、二位數
(   )高鐵敬老票只要年滿　65　歲以上的民眾均可以購買使用，奶奶和她的　8　個好朋友都已經超過　65　歲，他們想要購買左營站到臺北站的來回票，一張左營站到臺北站的敬老票票價是　745　元，他們一共要付多少元？　(Ａ)　6705　元　(Ｂ)　13410　元　(Ｃ)　5960　元　(Ｄ)　1920　元。,答案：(Ｂ) 解析：8＋1＝9 745×9＝6705 6705×2＝13410 ,難,2-1_乘以一、二位數
(   )「6×725」的答案中，千位和百位數字的和是多少？　(Ａ)　7　(Ｂ)　8　(Ｃ)　4　(Ｄ)　5。,答案：(Ａ) 4＋3＝7 ,中,2-2_乘以三位數
(   )下列哪一個算式的答案最大？　(Ａ)　25×421　(Ｂ)　358×25　(Ｃ)　30×421　(Ｄ)　430×30。,答案：(Ｄ) 解析：430×30＞30×421＞25×421＞358×25 ,中,2-2_乘以三位數
(   )算式「36×340」的答案裡，哪　2　個位值的數字相同？　(Ａ)萬位和千位　(Ｂ)千位和百位　(Ｃ)百位和十位　(Ｄ)十位和個位。,答案：(Ｂ) 解析：36×340＝12240，千位和百位都是　2。 ,中,2-2_乘以三位數
(   )一枝自動鉛筆　38　元，林老師買了　128　枝，要付多少元？　(Ａ)　4864　元　(Ｂ)　3754　元　(Ｃ)　3864　元　(Ｄ)　5204　元。,答案：(Ａ) 解析：38×128＝4864 ,易,2-2_乘以三位數
(   )一箱餅乾有　36　包，天天超商訂了　187　箱，一共有多少包餅乾呢？　(Ａ)　6732　包　(Ｂ)　6372　包　(Ｃ)　6832　包　(Ｄ)　6382　包。,答案：(Ａ) 解析：36×187＝6732 ,易,2-2_乘以三位數
(   )小嵐養了一隻柴犬叫小柴，小嵐每天都會餵小柴吃　350　公克的狗飼料，2022　年一整年小柴共吃了多少公克的飼料？　(Ａ)　128100　公克　(Ｂ)　127750　公克　(Ｃ)　118100　公克　(Ｄ)　117750　公克。,答案：(Ｂ) 解析：2022　年是平年，有　365　天，350×365＝127750。 ,中,2-2_乘以三位數
(   )「280×50」的積有幾個　0？　(Ａ)　2　個　0　(Ｂ)　3　個　0　(Ｃ)　4　個　0　(Ｄ)　5　個　0。,答案：(Ｂ) 解析：280×50＝14000 ,易,2-3_乘法算式的規律
(   )計算「90×500」時，可先算「9×5＝45」，後面再補上幾個　0　就是答案？　(Ａ)　5　個　(Ｂ)　4　個　(Ｃ)　3　個　(Ｄ)　2　個。,答案：(Ｃ) 解析：90　有　1　個　0，500　有　2　個　0，先把不是　0　的數相乘，再補上　0　的個數。 ,易,2-3_乘法算式的規律
(   )已知　62×30＝1860，所以　62×31　的答案是　(Ａ)　1890　(Ｂ)　1891　(Ｃ)　1922　(Ｄ)　1798。,答案：(Ｃ) 解析：62×31　比　62×30　多　62，所以答案是　1860＋62＝1922。 ,中,2-3_乘法算式的規律
(   )25×4000　的答案有幾個　0？　(Ａ)　3　個　(Ｂ)　4　個　(Ｃ)　5　個　(Ｄ)　6　個。,答案：(Ｃ) 解析：25×4＝100，所以答案會出現　100　的　2　個　0　加上原來　4000　的　3　個　0，一共有　5　個　0。 ,中,2-3_乘法算式的規律
(   )想從「73×100＝7300」推算出「73×99」的答案，下列哪個算式正確？　(Ａ)　7300－73　(Ｂ)　7300＋73　(Ｃ)　7300－99　(Ｄ)　7300－1。,答案：(Ａ) 解析：「73×99」比「73×100」少　1　個　73，所以用算式　7300－73　算出答案。 ,中,2-3_乘法算式的規律
(   )已知　8×25＝200，800×250　的積共有幾個　0？　(Ａ)　2　個　(Ｂ)　3　個　(Ｃ)　4　個　(Ｄ)　5　個。,答案：(Ｄ) 解析：800×250　比　8×25＝200　多　3　個　0，800×250＝200000 ,易,2-3_乘法算式的規律
(   )已知　4×7＝28，如果乘數變成　100　倍，被乘數不變，積會變成多少？　(Ａ)　28　(Ｂ)　280　(Ｃ)　2800　(Ｄ)無法計算。,答案：(Ｃ) 解析：被乘數不變，乘數變成　100　倍，積會變為原來的　100　倍。 ,易,2-3_乘法算式的規律
(   )200　的　5000　倍是多少？　(Ａ)　1000　(Ｂ)　10000　(Ｃ)　100000　(Ｄ)　1000000。,答案：(Ｄ) 解析：先算　2×5＝10，再補上　0　的個數。 ,易,2-3_乘法算式的規律
(   )在量角器上，外圈刻度　0　的線和外圈刻度　120　的線所形成的角是幾度？(Ａ)　30°　(Ｂ)　120°　(Ｃ)　60°　(Ｄ)　90°。,答案：(Ｂ) 解析：每一個小刻度是　1　度，所以從刻度　0　到刻度　120　所形成的角是　120°。 ,易,3-1_認識量角器
(   )下列何者可以用來測量角的大小？　(Ａ)圓規　(Ｂ)尺　(Ｃ)溫度計　(Ｄ)量角器。,答案：(Ｄ) ,易,3-1_認識量角器
(   )量角器上刻度　0　的線叫作什麼？　(Ａ)歸零線　(Ｂ)基本線　(Ｃ)0　度線　(Ｄ)完整線。,答案：(Ｃ) 解析：量角器上刻度　0　的線叫作　0　度線。 ,易,3-1_認識量角器
(   )使用量角器量角度，一次最多可量到幾度？(Ａ)　720°　(Ｂ)　180°　(Ｃ)　90°　(Ｄ)　50°,答案：(Ｂ) 解析：量角器上的刻度從　0°到　180°，所以一次最多可以量到　180°。 ,中,3-1_認識量角器
(   )量角器的內圈和外圈的刻度，通常範圍是幾度到幾度？　(Ａ)　0°～90°　(Ｂ)　0°～100°　(Ｃ)　0°～180°　(Ｄ)　每個量角器都不同。,答案：(Ｃ) ,易,3-1_認識量角器
(   )下面哪一個角是銳角？　(Ａ)　105°　(Ｂ)　175°　(Ｃ)　85°　(Ｄ)　90°。,答案：(Ｃ) 解析：85°＜90°，比直角小的角就是銳角。 ,易,3-2_測量與畫角
(   )如果三角形其中一個角是直角，其他的角可能是下列哪一種？　(Ａ)銳角　(Ｂ)直角　(Ｃ)鈍角　(Ｄ)以上都有可能。,答案：(Ａ) 解析：如果三角形其中一個角是直角，其他　2　個角相加會等於　90°，所以這　2　個角中的任一個都會是銳角。 ,難,3-2_測量與畫角
(   )下列哪一個角是銳角？　(Ａ)∠A＝90°　(Ｂ)∠B＝52°　(Ｃ)∠C＝120°　(Ｄ)∠D＝100°。,答案：(Ｂ) 解析：小於　90°的角是銳角，因此∠B＝52°，是銳角。 ,易,3-2_測量與畫角
(   )下列哪一項可以說明直角、銳角、鈍角的大小關係？　(Ａ)直角＞銳角＞鈍角　(Ｂ)直角＞鈍角＞銳角　(Ｃ)鈍角＞銳角＞直角　(Ｄ)鈍角＞直角＞銳角。,答案：(Ｄ) 解析：大於　90°的角是鈍角，小於　90°的角是銳角，所以鈍角＞直角＞銳角。 ,中,3-2_測量與畫角
(   )鐘面上的指針顯示的時間是　3　時，時針與分針的夾角是幾度？(Ａ)50°　(Ｂ)60°　(Ｃ)90°　(Ｄ)100°。,答案：(Ｃ) 解析：鐘面上的指針指向　3　時，時針與分針的夾角是直角，所以夾角角度是　90°。 ,中,3-2_測量與畫角
(   )鐘面上的指針從數字　10　的位置，順時針方向轉到數字　10　的位置，所形成的角也稱為什麼角？　(Ａ)平角　(Ｂ)直角　(Ｃ)銳角　(Ｄ)周角。,答案：(Ｄ) ,易,3-3_旋轉角
(   )鐘面上的指針從數字　12　的位置開始，順時針方向轉到數字　3　的位置，所形成的角是一個什麼角？　(Ａ)直角　(Ｂ)鈍角　(Ｃ)平角　(Ｄ)周角。,答案：(Ａ) 解析：指針轉了　3　大格，是轉了　30°×3＝90°，也就是轉了一個直角。 ,中,3-3_旋轉角
(   )鐘面上的指針從數字　12　的位置開始，順時針方向轉到數字　1　的位置，是轉了幾度？(Ａ)　360°　(Ｂ)　180°　(Ｃ)　90°　(Ｄ)　30°。,答案：(Ｄ) 解析：指針從數字　12　的位置開始，順時針方向走到數字　1　的位置，剛好是　1　大格，1　大格是　30°。 ,中,3-3_旋轉角
(   )鐘面上的指針從數字　6　的位置開始，逆時針方向轉到數字　12　的位置，所形成的角剛好是一個什麼角？(Ａ)銳角　(Ｂ)直角　(Ｃ)平角　(Ｄ)周角。,答案：(Ｃ) 解析：指針從數字　6　的位置開始，逆時針方向轉到數字　12　的位置是轉了　180°，剛好是一個平角。 ,中,3-3_旋轉角
(   )鐘面上的黑線從數字　12　的位置，順時針方向走　1　大格到數字　1　的位置，所形成的角度是幾度？(Ａ)　30°　(Ｂ)　90°　(Ｃ)　180°　(Ｄ)　360°。,答案：(Ａ) 解析：黑線從數字　12　的位置，順時針方向走到數字　6　的位置是一個平角，平角是　180°，共經過　6　大格，180÷6＝30。 ,易,3-3_旋轉角
(   )鐘面上的黑線從哪一個數字的位置開始，順時針方向轉到哪一個數字的位置所形成的角最大？　(Ａ)從數字　1　的位置轉到數字　4　的位置　　(Ｂ)從數字　12　的位置轉到數字　12　的位置　　(Ｃ)從數字　5　的位置轉到數字　12　的位置　　(Ｄ)從數字　2　的位置轉到數字　10　的位置　。,答案：(Ｂ) 解析：鐘面上的黑線從數字　12　的位置，順時針方向轉到數字　12　的位置，指針剛好走了　1　圈，是　360°。 ,中,3-3_旋轉角
(   )有一個角，始邊和終邊剛好成一直線，這個角是幾度？　(Ａ)　30°　(Ｂ)　90°　(Ｃ)　180°　(Ｄ)　360°。,答案：(Ｃ) 解析：角的始邊和終邊剛好成一直線，表示是一個平角，平角的角度是　180°。 ,中,3-3_旋轉角
(   )如果把　3　個直角拼在一起，合起來的角會是幾度？　(Ａ)　45°　(Ｂ)　90°　(Ｃ)　180°　(Ｄ)　270°。,答案：(Ｄ) 解析：1　個直角是　90°，3　個直角會是　90°×3＝270°。 ,中,3-4_角度的計算
(   )已知∠1＋∠2＋∠3　是一個平角，∠2＋∠3　是一個直角，∠1　是幾度？　(Ａ)　45°　(Ｂ)　90°　(Ｃ)　180°　(Ｄ)　270°。,答案：(Ｂ) 解析：∠1＋∠2＋∠3＝180° ∠2＋∠3＝90° ∠1＝180°－90°＝90° ,難,3-4_角度的計算
(   )6287÷□的商是四位數，□不可能是下面哪一個數？　(Ａ)　2　(Ｂ)　4　(Ｃ)　7　(Ｄ)　5。,答案：(Ｃ) 解析：6287÷7＝898…1，商是三位數，不是四位數。 ,中,4-1_除以一位數
(   )2037÷□的商是四位數，□可能是下列哪一個數？　(Ａ)　2　(Ｂ)　3　(Ｃ)　5　(Ｄ)　8。,答案：(Ａ) 解析：除數如果比　2　大，得到的商就會是三位數。 ,難,4-1_除以一位數
(   )有關除數和餘數的關係，下列何者正確？　(Ａ)除數╳餘數＝被除數　(Ｂ)除數＋餘數＝商　(Ｃ)除數＞餘數　(Ｄ)除數＜餘數。,答案：(Ｃ) 解析：在除法中，除數比餘數大。 ,中,4-1_除以一位數
(   )下列哪個算式錯誤？　(Ａ)　2056÷4＝514　(Ｂ)　1038÷6＝173　(Ｃ)　5010÷5＝1002　(Ｄ)　4158÷3＝693。,答案：(Ｄ) 解析：4158÷3＝1386 ,中,4-1_除以一位數
(   )4067÷4　的商是　(Ａ)　1016　(Ｂ)　116　(Ｃ)　1006　(Ｄ)　3。,答案：(Ａ) 解析：4067÷4＝1016…3 ,中,4-1_除以一位數
(   )667□÷5　的商是四位數，餘數不可能是下列哪一個數？　(Ａ)　5　(Ｂ)　4　(Ｃ)　3　(Ｄ)　2。,答案：(Ａ) 解析：餘數不會等於或大於除數。 ,易,4-1_除以一位數
(   )黃爺爺收成了　6304　顆水蜜桃，每　6　顆水蜜桃裝成一盒，剩下的水蜜桃無法裝成一盒，黃爺爺必須再摘幾顆水蜜桃才能再裝滿一盒？　(Ａ)　5　顆　(Ｂ)　4　顆　(Ｃ)　3　顆　(Ｄ)　2　顆。,答案：(Ｄ) 解析：6304÷6＝1050…4，剩下　4　顆，6－4＝2。 ,難,4-1_除以一位數
(   )一個三位數除以　57，餘數不可能是下列哪一個數？　(Ａ)　25　(Ｂ)　0　(Ｃ)　58　(Ｄ)　45。,答案：(Ｃ) 解析：餘數一定要小於　57，58＞57，所以餘數不可能是　58。 ,易,4-2_除以二位數
(   )462÷□的商是二位數，□可能是下列哪一個數？　(Ａ)　3　(Ｂ)　14　(Ｃ)　132　(Ｄ)　2450。,答案：(Ｂ) 解析：(Ａ)　462÷3　的商是三位數；(Ｂ)　462÷14　的商是二位數；(Ｃ)　462÷132　的商是一位數。 ,難,4-2_除以二位數
(   )哥哥和　10　個同學一起平分　220　顆巧克力，每人可得到幾顆？　(Ａ)　22　顆　(Ｂ)　20　顆　(Ｃ)　11　顆　(Ｄ)　10　顆。,答案：(Ｂ) 解析：哥哥和　10　個同學共有　11　人，220÷11＝20。 ,中,4-2_除以二位數
(   )學校家長會購買了　2225　本圖書平分給四年級的小朋友，四年級有　89　位學生，每位學生可以分到幾本圖書？　(Ａ)　23　本　(Ｂ)　24　本　(Ｃ)　25　本　(Ｄ)　26　本。,答案：(Ｃ) 解析：2225÷89＝25 ,易,4-2_除以二位數
(   )「389÷57」中，把除數　57　看成哪一個數來估商最適當？　(Ａ)　50　(Ｂ)　55　(Ｃ)　60　(Ｄ)　100。,答案：(Ｃ) 解析：除數　57　最接近　60，可以用　60　來估商。 ,易,4-2_除以二位數
(   )「3648÷621」的餘數是多少？　(Ａ)　5　(Ｂ)　543　(Ｃ)　6　(Ｄ)　48。,答案：(Ｂ) 解析：3648÷621＝5…543 ,中,4-3_除以三位數
(   )工廠生產　948　個橡皮擦，每　200　個裝一箱，會剩下幾個橡皮擦？　(Ａ)　4　個　(Ｂ)　800　個　(Ｃ)　148　個　(Ｄ)　48　個。,答案：(Ｃ) 解析：948÷200＝4…148，可裝成　4　箱，剩下　148　個橡皮擦。 ,中,4-3_除以三位數
(   )「9999÷111」的商是幾位數？　(Ａ)一位數　(Ｂ)二位數　(Ｃ)三位數　(Ｄ)四位數。,答案：(Ｂ) 解析：9999÷111＝90…9 ,易,4-3_除以三位數
(   )下列哪個除數最適合看成　400　來估商？　(Ａ)　284　(Ｂ)　344　(Ｃ)　399　(Ｄ)　484。,答案：(Ｃ) 解析：399　最接近　400，最適合用　400　來估商。 ,中,4-3_除以三位數
(   )「5400÷270」和哪個算式的商一樣？　(Ａ)　54÷27　(Ｂ)　540÷270　(Ｃ)　540÷27　(Ｄ)　5400÷27。,答案：(Ｃ) 解析：「5400÷270」的被除數與除數可各刪除一個　0　再計算，也就是　540÷27。 ,中,4-4_除法算式的規律
(   )「8100÷540」和哪個算式的商不同？　(Ａ)　3000÷20　(Ｂ)　750÷50　(Ｃ)　600÷40　(Ｄ)　2250÷150。,答案：(Ａ) 解析：8100÷540＝15，(Ａ)　3000÷20＝150；(Ｂ)　750÷50＝15；(Ｃ)　600÷40＝15；(Ｄ)　2250÷150＝15。 ,中,4-4_除法算式的規律
(   )18÷3＝甲，1800÷300＝乙，甲和乙哪個比較大？　(Ａ)甲　(Ｂ)乙　(Ｃ)一樣大　(Ｄ)無法判斷。,答案：(Ｃ) 解析：18÷3＝6，甲＝6，1800÷300＝6，乙＝6。 ,易,4-4_除法算式的規律
(   )要說明臺灣南北的長度，下面哪個單位比較合適？　(Ａ)公尺　(Ｂ)毫米　(Ｃ)公分　(Ｄ)公里。,答案：(Ｄ) 解析：臺灣南北的距離很長，所以長度單位用公里比較適合。 ,易,5-1_認識公里
(   )下面哪一個是測量長度的單位？　(Ａ)公斤　(Ｂ)毫升　(Ｃ)公里　(Ｄ)分鐘。,答案：(Ｃ) 解析：公斤→重量單位，毫升→容量單位，公里→長度單位，分鐘→時間單位。 ,易,5-1_認識公里
(   )從臺中到嘉義的距離大約是多少？　(Ａ)　85　mm　(Ｂ)　85　cm　(Ｃ)　85　m　(Ｄ)　85　km。,答案：(Ｄ) 解析：從臺中到嘉義的距離大約是　85　公里。 ,易,5-1_認識公里
(   )一枝原子筆的長度大約是多少？　(Ａ)　16　公里　(Ｂ)　16　毫米　(Ｃ)　16　公尺　(Ｄ)　16　公分。,答案：(Ｄ) 解析：一枝原子筆的長度大約是手掌打開的長度，大約是　16　公分。 ,中,5-1_認識公里
(   )下列哪個敘述不合理？　(Ａ)爸爸的身高大約　172　公里　(Ｂ)教室的高是　3　公尺　(Ｃ)操場一圈是　600　公尺　(Ｄ)旗竿的高度是　4　公尺。,答案：(Ａ) 解析：(Ａ)爸爸的身高應該是大約　172　公分。 ,中,5-1_認識公里
(   )人造衛星距離地球的高度，應該會用哪一個單位來表示？　(Ａ)毫米　(Ｂ)公分　(Ｃ)公尺　(Ｄ)公里。,答案：(Ｄ) 解析：距離地表　100　公里以下為各國領空，衛星最低軌道高度必須大於　100　公里。 ,易,5-1_認識公里
(   )「公里」是測量長度的單位，國際通用符號是什麼？　(Ａ)　m　(Ｂ)　km　(Ｃ)　mm　(Ｄ)　cm。,答案：(Ｂ) ,易,5-1_認識公里
(   )下列哪一個選項的敘述是合理的？　(Ａ)一張桌子約長　2　公里　(Ｂ)濁水溪長度約為　203　公尺　(Ｃ)一隻螞蟻長約　6　公分　(Ｄ)一場馬拉松比賽距離約　42　公里。,答案：(Ｄ) 解析：(Ａ)一張桌子約長　2　公尺；(Ｂ)濁水溪長度約為　203　公里；(Ｃ)一隻螞蟻長約　6　毫米。 ,中,5-1_認識公里
(   )4700　公尺是幾公里幾公尺？　(Ａ)　4　公里　700　公尺　(Ｂ)　4　公里　7　公尺　(Ｃ)　4　公里　70　公尺　(Ｄ)　4　公里　7000　公尺。,答案：(Ａ) 解析：1000　公尺＝1　公里 4700　公尺＝4000　公尺＋700　公尺 ＝4　公里＋700　公尺 ＝4　公里　700　公尺 ,易,5-2_長度的換算與比較
(   )下面哪一個長度最短？　(Ａ)　5　公里　(Ｂ)　5005　公尺　(Ｃ)　50000　公分　(Ｄ)　500000　公尺。,答案：(Ｃ) 解析：(Ａ)　5　公里＝5000　公尺； (Ｂ)　5005　公尺； (Ｃ)　50000　公分＝500　公尺； (Ｄ)　500000　公尺； 500000　公尺＞5000　公尺＞5005　公尺＞500　公尺 ,中,5-2_長度的換算與比較
