input,output,difficulty,chapter
(   )164　是幾個百、幾個十和幾個一？　(Ａ)　1　個百、5　個十和　4　個一　(Ｂ)　1　個百、6　個十和　14　個一　(Ｃ)　16　個十和　4　個一。,答案：(Ｃ) 解析：(Ａ)　154；(Ｂ)　174；(Ｃ)　164。 ,中,1-2_位值與化聚
(   )下面哪一個數比　156　小？　(Ａ)　165　(Ｂ)　147　(Ｃ)　159。,答案：(Ｂ) 解析：先比較百位數字，都是　1，再比較十位數字，4＜5，所以　147　比　156　小。 ,中,1-4_數的大小比較
(   )下面哪一個數比　147　大？　(Ａ)　117　(Ｂ)　138　(Ｃ)　155。,答案：(Ｃ) 解析：先比較百位數字，都是　1，再比較十位數字，4＜5，所以　155　比　147　大。 ,中,1-4_數的大小比較
(   )下面哪一個寫法正確？　(Ａ)　149＞194　(Ｂ)　123＞126　(Ｃ)　109＜119。,答案：(Ｃ) 解析：(Ａ)百位數字都是　1，再比較十位數字，4＜9，所以　149＜194；(Ｂ)百位數字和十位數字相同，再比較個位數字，3＜6，所以　123＜126。 ,中,1-4_數的大小比較
(   )比大小，109□190，□中要填入下面哪一個符號？　(Ａ)＜　(Ｂ)＝　(Ｃ)＞。,答案：(Ａ) 解析：先比較百位數字，都是　1。再比較十位數字，0＜9，所以　109＜190。 ,中,1-4_數的大小比較
(   )有一個三位數比　200　小，而且十位數字與個位數字的差是　9，這個數可能是多少？　(Ａ)　190　(Ｂ)　145　(Ｃ)　119。,答案：(Ａ) 解析：比　200　小的數，百位數字是　1，(Ａ)　9－0＝9；(Ｂ)　5－4＝1；(Ｃ)　9－1＝8。所以這個數是　190。 ,難,1-4_數的大小比較
(   )下面比　180　大的數是　(Ａ)　88　(Ｂ)　118　(Ｃ)　188。,答案：(Ｃ) 解析：(Ａ)　88　只到十位數，比　180　小；(Ｂ)　118　和　180　的百位數字都是　1，再比較十位數字，1＜8，所以　118　比　180　小；(Ｃ)　188　和　180　的百位數字和十位數字相同，再比較個位數字，0＜8，所以　188　比　180　大。 ,中,1-4_數的大小比較
(   )168＜□，□中的數可能是下面哪一個？　(Ａ)　142　(Ｂ)　175　(Ｃ)　137。,答案：(Ｂ) 解析：先比較百位數字，都是　1，十位數字比　6　大的數字是　7，所以□中的數可能是　175。 ,中,1-4_數的大小比較
(   )下面哪一個式子是錯誤的？　(Ａ)　160＞161　(Ｂ)　194＞149　(Ｃ)　107＜170。,答案：(Ａ) 解析：(Ａ)百位數字和十位數字相同，再比較個位數字，1＞0，所以　160＜161。 ,中,1-4_數的大小比較
(   )下面哪一個寫法正確？　(Ａ)　146＞194　(Ｂ)　173＞176　(Ｃ)　114＜183。,答案：(Ｃ) 解析：(Ａ)先比較百位數字，都是　1，再比較十位數字，4＜9，所以　146＜194；(Ｂ)先比較百位數字和十位數字，都相同，再比較個位數字，3＜6，所以　173＜176。 ,中,1-4_數的大小比較
(   )有一個三位數比　200　小，且十位數字和個位數字相加等於　8，這個數可能是　(Ａ)　143　(Ｂ)　181　(Ｃ)　153。,答案：(Ｃ) 解析：比　200　小的數，百位數字是　1，(Ａ)　4＋3＝7；(Ｂ)　8＋1＝9；(Ｃ)　5＋3＝8。所以這個數是　153。 ,難,1-4_數的大小比較
(   )下面哪一個數最小？　(Ａ)　125　(Ｂ)　152　(Ｃ)　158。,答案：(Ａ) 解析：先比較百位數字，都是　1，再比較十位數字，2＜5，所以　125　最小。 ,中,1-4_數的大小比較
(   )下面哪一個數最大？　(Ａ)　185　(Ｂ)　158　(Ｃ)　186。,答案：(Ｃ) 解析：先比較百位數字，都是　1，再比較十位數字，8＞5。再比較　185　和　186　的個位數字，5＜6，所以　186　最大。 ,中,1-4_數的大小比較
(   )凝霜錢包裡有　127　元，這些錢不夠買哪一樣東西？　(Ａ)　135　元的鳳梨酥　(Ｂ)　115　元的草莓酥　(Ｃ)　125　元的藍莓酥。,答案：(Ａ) 解析：先比較百位數字，都是　1，再比較十位數字，(Ａ)　2＜3、(Ｂ)　2＞1、(Ｃ)　2＝2，(Ｃ)再比較個位數字，7＞5，所以不夠買　135　元的鳳梨酥。 ,中,1-4_數的大小比較
(   )熙涼錢包裡有　114　元，這些錢夠買哪一樣東西？　(Ａ)　119　元的起士蛋糕　(Ｂ)　141　元的草莓派　(Ｃ)　109　元的巧克力派。,答案：(Ｃ) 解析：先比較百位數字，都是　1，再比較十位數字，(Ａ)　1＝1、(Ｂ)　1＜4、(Ｃ)　1＞0，(Ａ)再比較個位數字，4＜9，所以只夠買　109　元的巧克力派。 ,中,1-4_數的大小比較
(   )129、118、125，這　3　個數由小到大的順序，排列正確的是哪一個？　(Ａ)　129＜118＜125　(Ｂ)　125＜118＜129　(Ｃ)　118＜125＜129。,答案：(Ｃ) 解析：先比較百位數字，都是　1，再比較十位數字，1＜2，再比較個位數字，5＜9，所以由小到大的順序是　118＜125＜129。 ,難,1-4_數的大小比較
(   )176、167、175，這　3　個數由大到小的順序，排列正確的是哪一個？　(Ａ)　167＞175＞176　(Ｂ)　176＞175＞167　(Ｃ)　175＞167＞176。,答案：(Ｂ) 解析：先比較百位數字，都是　1，再比較十位數字，7＞6，再比較個位數字，6＞5，所以由大到小的順序是　176＞175＞167。 ,難,1-4_數的大小比較
(   )83＋7　和下面哪一個式子的答案一樣？　(Ａ)　72＋18　(Ｂ)　37＋45　(Ｃ)　80＋7。,答案：(Ａ) 解析：83＋7＝90。(Ａ)　72＋18＝90；(Ｂ)　37＋45＝82；(Ｃ)　80＋7＝87。 ,中,2-1_二位數的加法
(   )74＋9　中的　9　要對齊哪一個位值和數字？　(Ａ)個位，7　(Ｂ)十位，4　(Ｃ)個位，4。,答案：(Ｃ) 解析：直式計算時，十位要對齊十位，個位對齊個位，且要從個位先算。 ,易,2-1_二位數的加法
(   )下面哪個式子的答案不一樣？　(Ａ)　64＋25　(Ｂ)　53＋25　(Ｃ)　80＋9。,答案：(Ｂ) 解析：(Ａ)　64＋25＝89；(Ｂ)　53＋25＝78；(Ｃ)　80＋9＝89。 ,中,2-1_二位數的加法
(   )37＜　□　＜39，□　內的兩個數字相加會是下面哪一個？　(Ａ)　10　(Ｂ)　11　(Ｃ)　12。,答案：(Ｂ) 解析：比　37　大，比　39　小的數是　38，3＋8＝11。 ,難,2-1_二位數的加法
(   )98＜　□　＜100，□　內的兩個數字相加會是下面哪一個？　(Ａ)　18　(Ｂ)　19　(Ｃ)　20。,答案：(Ａ) 解析：比　98　大，比　100　小的數是　99，9＋9＝18。 ,難,2-1_二位數的加法
(   )公園裡有　48　個人在運動，又來了　32　個人，公園裡現在有幾個人？下面哪一個算式和答案是正確的？　(Ａ)　48＋32＝70　(Ｂ)　48＋23＝75　(Ｃ)　48＋32＝80。,答案：(Ｃ) 解析：原有的人數加上再進來公園的人數，就是公園現在的總人數，算式記作：48＋32，先算個位：8＋2＝10，個位記　0，進　1　到十位。再算十位：1＋4＋3＝8，十位記　8，公園現在一共有　80　個人。 ,中,2-1_二位數的加法
(   )下面哪一個式子的答案和　35＋64　一樣？　(Ａ)　35＋46　(Ｂ)　25＋64　(Ｃ)　15＋84。,答案：(Ｃ) 解析：35＋64＝99。(Ａ)　35＋46＝81；(Ｂ)　25＋64＝89。 ,中,2-1_二位數的加法
(   )下面哪　2　個數合起來是　80？　(Ａ)　24　和　46　(Ｂ)　69　和　11　(Ｃ)　78　和　12。,答案：(Ｂ) 解析：(Ａ)　24＋46＝70；(Ｃ)　78＋12＝90。 ,中,2-1_二位數的加法
(   )魚缸裡養了孔雀魚和大肚魚兩種魚，孔雀魚有　26　條，大肚魚有　36　條，魚缸裡有幾條魚？　(Ａ)　52　條　(Ｂ)　62　條　(Ｃ)　72　條。,答案：(Ｂ) 解析：孔雀魚的數量加上大肚魚的數量，就是魚缸裡全部魚的數量，算式記作：26＋36，先算個位：6＋2＝12，個位記　2，進　1　到十位。再算十位：1＋2＋3＝6，十位記　6，魚缸裡一共有　62　條魚。 ,中,2-1_二位數的加法
(   )學期末二年一班舉辦同樂會，老師煮珍珠奶茶請全班喝，總共做了　24　杯珍珠奶茶，但還少　8　杯才夠分給全班喝，二年一班一共有幾位學生？　(Ａ)　42　位　(Ｂ)　32　位　(Ｃ)　52　位。,答案：(Ｂ) 解析：老師做的珍珠奶茶數量加上不夠的數量，就是全班的人數，算式記成：24＋8，先算個位：4＋8＝12，個位記　2，進　1　到十位。再算十位：1＋2＝3，十位記　3，二年一班一共有　32　位學生。 ,中,2-1_二位數的加法
(   )一片起司蛋糕　58　元，一片草莓蛋糕　48　元，喬旭買一片草莓蛋糕後剩下　24　元，喬旭原本有多少元？　(Ａ)　82　元　(Ｂ)　72　元　(Ｃ)　62　元。,答案：(Ｂ) 解析：草莓蛋糕的價錢加上買完蛋糕後剩下的錢，就是喬旭原本有的錢，算式記成：48＋24，先算個位：8＋4＝12，個位記　2，進　1　到十位。再算十位：1＋4＋2＝7，十位記　7，喬旭原本有　72　元。 ,中,2-1_二位數的加法
(   )做一個蛋糕要用　60　公克的菜籽油，做兩個蛋糕要用多少公克的菜籽油？　(Ａ)　62　公克　(Ｂ)　80　公克　(Ｃ)　120　公克。,答案：(Ｃ) 解析：一個蛋糕用的油再加上一個蛋糕用的油，就是兩個蛋糕會用到的油公克數。算式記成：60＋60，先算個位：0＋0＝0，個位記　0。再算十位：6＋6＝12，十位記　2，進　1　到百位，百位記　1，做兩個蛋糕一共要用　120　公克的油。 ,中,2-1_二位數的加法
(   )好呷餐廳中午來了　67　位客人，晚上比中午多來了　14　位客人，好呷餐廳晚上來了幾位客人？下面哪一個算式和答案是正確的？　(Ａ)　67＋14＝81　(Ｂ)　67－14＝53　(Ｃ)　67＋14＝71。,答案：(Ａ) 解析：中午的人數加上晚上比中午多的人數，就是餐廳晚上來的人數，算式記成：67＋14，先算個位：7＋4＝11，個位記　1，進　1　到十位。再算十位：1＋6＋1＝8，十位記　8，餐廳晚上一共來了　81　位客人。 ,中,2-1_二位數的加法
(   )媽媽晚餐做　36　個壽司，淳蘭吃了　12　個壽司，弟弟吃了　17　個壽司，淳蘭和弟弟共吃掉幾個壽司？下面哪一個算式和答案是正確的？　(Ａ)　36＋17＝53　(Ｂ)　12＋17＝29　(Ｃ)　36＋12＝48。,答案：(Ｂ) 解析：淳蘭吃的數量加上弟弟吃的數量，就是兩個人吃掉的數量，算式記成：12＋17，先算個位：2＋7＝9，個位記　9。再算十位：1＋1＝2，十位記　2，兩個人一共吃了　29　個壽司。 ,中,2-1_二位數的加法
(   )「58－54＝□」，□中的答案是多少？　(Ａ)　112　(Ｂ)　40　(Ｃ)　4。,答案：(Ｃ) 解析：先算個位：8－4＝4，在個位記　4。再算十位：5－5＝0，十位是　0　不用記。 ,中,2-2_二位數的減法
(   )「60－49＝□」，□中的答案是多少？　(Ａ)　11　(Ｂ)　21　(Ｃ)　29。,答案：(Ａ) 解析：0　不夠減　9，把　1　個十換成　10　個一，十位剩下　5　個十。先算個位：10－9＋0＝1，在個位記　1。再算十位：5－4＝1，在十位記　1。 ,中,2-2_二位數的減法
(   )下面哪個式子的答案和　53－29　一樣？　(Ａ)　72－48　(Ｂ)　21＋35　(Ｃ)　49－18。,答案：(Ａ) 解析：(Ａ)　72－48＝24；(Ｂ)　21＋35＝56；(Ｃ)　49－18＝31。 ,中,2-2_二位數的減法
(   )算式「37　□　19＝18」，□中要填入　(Ａ)＋　(Ｂ)－　(Ｃ)＝。,答案：(Ｂ) 解析：(Ａ)用「＋」，37＋19＝56；(Ｃ)一個算式只會有一個「＝」。 ,中,2-2_二位數的減法
(   )公車站牌旁有　32　個人在等公車，11　號公車進站後有　13　個人上車，公車站牌旁現在還有多少個人在等公車？　(Ａ)　19　個人　(Ｂ)　21　個人　(Ｃ)　24　個人。,答案：(Ａ) 解析：等公車的人數減掉上車的人數，就是站牌旁等公車的人數。算式記為：32－13＝19。 ,中,2-2_二位數的減法
(   )阿寶買一個　38　元的蔥抓餅，他付了　1　個　50　元後，可以找回多少元？　(Ａ)　22　元　(Ｂ)　12　元　(Ｃ)　2　元。,答案：(Ｂ) 解析：50　元減掉蔥抓餅的價錢，就是阿寶買蔥抓餅後找回的錢。算式記為：50－38＝12。 ,中,2-2_二位數的減法
(   )服裝店的展示架上有　55　件衣服，顧客買走　18　件，展示架上還有幾件衣服？　(Ａ)　73　件　(Ｂ)　47　件　(Ｃ)　37　件。,答案：(Ｃ) 解析：原有的衣服件數減掉買走的件數，就是現在展示架上剩下的件數，算式記成：55－18，5　不夠減　8，把　1　個十換成　10　個一，十位剩下　4　個十。先算個位：10－8＋5＝7，在個位記　7。再算十位：4－1＝3，在十位記　3。 ,中,2-2_二位數的減法
(   )稻田裡有　36　隻白鷺鷥，飛走　19　隻，稻田裡還有幾隻白鷺鷥？　(Ａ)　17　隻　(Ｂ)　18　隻　(Ｃ)　19　隻。,答案：(Ａ) 解析：原有的白鷺鷥數量減掉飛走的數量，就是現在稻田裡剩下的白鷺鷥數量，算式記成：36－19，6　不夠減　9，把　1　個十換成　10　個一，十位剩下　2　個十。先算個位：10－9＋6＝7，在個位記　7。再算十位：2－1＝1，在十位記　1。 ,中,2-2_二位數的減法
(   )合作社的冰箱裡原有　66　瓶鮮奶，下課時被學生買走　23　瓶後，冰箱裡還剩下幾瓶鮮奶？　(Ａ)　43　瓶　(Ｂ)　89　瓶　(Ｃ)　53　瓶。,答案：(Ａ) 解析：原有的鮮奶瓶數減掉被買走的瓶數，就是現在冰箱裡剩下的瓶數，算式記成：66－23。先算個位：6－3＝3，在個位記　3。再算十位：6－2＝4，在十位記　4。 ,易,2-2_二位數的減法
(   )假日花市準備　98　盆文心蘭和　83　盆蝴蝶蘭，賣掉　43　盆蝴蝶蘭後，還有幾盆蝴蝶蘭還沒賣出去？　(Ａ)　55　盆　(Ｂ)　40　盆　(Ｃ)　15　盆。,答案：(Ｂ) 解析：原有的蝴蝶蘭盆數減掉賣掉的盆數，就是還沒賣出去的盆數，算式記成：83－43。先算個位：3－3＝0，在個位記　0。再算十位：8－4＝4，在十位記　4。 ,中,2-2_二位數的減法
(   )生態池裡有　60　隻莫氏樹蛙和　80　隻金線蛙，一段時間後有　14　隻金線蛙跳走，還剩下幾隻莫氏樹蛙？　(Ａ)　66　隻　(Ｂ)　60　隻　(Ｃ)　46　隻。,答案：(Ｂ) 解析：莫氏樹蛙原有的數量減掉跳走的數量，就是剩下的莫氏樹蛙數量，算式記成：60－0。先算個位：0－0＝0，在個位記　0。再算十位：6－0＝6，在十位記　6。 ,中,2-2_二位數的減法
(   )紫蝶幽谷裡有很多來過冬的臺灣紫斑蝶，其中一棵樹上有　72　隻紫斑蝶，鄰近的樹上有　94　隻紫斑蝶，兩棵樹上的紫斑蝶相差幾隻？　(Ａ)　28　隻　(Ｂ)　166　隻　(Ｃ)　22　隻。,答案：(Ｃ) 解析：多的紫斑蝶數量減掉少的紫斑蝶數量，就是兩棵樹上相差的紫斑蝶數量，算式記成：94－72。先算個位：4－2＝2，在個位記　2。再算十位：9－7＝2，在十位記　2。 ,中,2-2_二位數的減法
(   )爸爸買了　36　顆蛋塔，全家　4　個人吃掉　12　顆後，還剩幾顆蛋塔？　(Ａ)　34　顆　(Ｂ)　32　顆　(Ｃ)　24　顆。,答案：(Ｃ) 解析：爸爸買的蛋塔顆數減掉吃掉的顆數，就是剩下的蛋塔數量，算式記成：36－12。先算個位：6－2＝4，在個位記　4。再算十位：3－1＝2，在十位記　2。 ,中,2-2_二位數的減法
(   )1　枝彩色筆比　1　枝色鉛筆短，用兩種筆量桌子的高度，哪一種筆要量比較多次？　(Ａ)彩色筆　(Ｂ)色鉛筆　(Ｃ)一樣多。,答案：(Ａ) 解析：1　枝彩色筆比　1　枝色鉛筆短，相同的高度，筆越短，用的枝數越多，所以彩色筆量的次數比色鉛筆多。 ,中,3-1_個別單位
(   )姍姍和妙妙分別用自己的手掌量自己家中椅子的寬度，姍姍家的椅子有　4　個手掌長，妙妙家的椅子有　5　個手掌長。誰家的椅子比較寬？　(Ａ)姍姍家　(Ｂ)妙妙家　(Ｃ)無法比較。,答案：(Ｃ) 解析：姍姍和妙妙的手掌大小不一樣，兩個人家裡的椅子也不一定一樣，所以無法比較。 ,難,3-1_個別單位
(   )一枝吸管和　4　個橡皮擦一樣長，一枝鉛筆和　8　個橡皮擦一樣長，吸管和鉛筆哪一個比較長？　(Ａ)吸管　(Ｂ)鉛筆　(Ｃ)一樣長。,答案：(Ｂ) 解析：橡皮擦是相同的單位量，4　個橡皮擦比　8　個橡皮擦短，所以一枝鉛筆比較長。 ,易,3-1_個別單位
(   )用橡皮擦和鉛筆量桌子的長度，橡皮擦量了　10　次，鉛筆量了　5　次，哪一種比較長？　(Ａ)橡皮擦　(Ｂ)鉛筆　(Ｃ)一樣長。,答案：(Ｂ) 解析：桌子的長度是固定的，10　個橡皮擦和　5　個鉛筆一樣長，長度長量的次數少，所以鉛筆比較長。 ,中,3-1_個別單位
(   )一枝彩色筆和　2　個橡皮擦一樣長，一枝鉛筆和　8　個迴紋針一樣長，哪一種筆比較長？　(Ａ)彩色筆　(Ｂ)鉛筆　(Ｃ)無法比較。,答案：(Ｃ) 解析：橡皮擦和迴紋針的長度不一定相同，所以無法比較。 ,中,3-1_個別單位
(   )一本故事書和　5　個紅色積木一樣長，一本筆記本和　10　個黃色積木一樣長，故事書和筆記本哪一個比較長？　(Ａ)故事書　(Ｂ)筆記本　(Ｃ)無法比較。,答案：(Ｃ) 解析：紅色積木和黃色積木的長度不一定相同，所以無法比較。 ,難,3-1_個別單位
(   )一條紅彩帶和　3　枝鉛筆一樣長，一條藍彩帶和　6　枝原子筆一樣長，紅彩帶和藍彩帶哪一個比較長？　(Ａ)紅彩帶　(Ｂ)藍彩帶　(Ｃ)無法比較。,答案：(Ｃ) 解析：鉛筆和原子筆的長度不一定相同，所以無法比較。 ,難,3-1_個別單位
(   )大安的手掌比楊明的手掌長，大安用手掌量桌子量了　6　次，楊明用手掌量窗戶量了　6　次，桌子和窗戶哪一個比較長？　(Ａ)桌子　(Ｂ)窗戶　(Ｃ)一樣長。,答案：(Ａ) 解析：量的次數一樣，長度單位長的量出來比較長。 ,難,3-1_個別單位
(   )1　個橡皮擦比　1　個圖釘長，姐姐將兩種物品拿來量鉛筆盒，哪一個會量比較少次？　(Ａ)橡皮擦　(Ｂ)圖釘　(Ｃ)一樣多。,答案：(Ａ) 解析：一個橡皮擦的長度比一個圖釘的長度長，量相同長度，橡皮擦用的數量比圖釘少。 ,中,3-1_個別單位
(   )小夫和小靜兩人分別用自己的鞋子量自己家裡餐桌的長度，小夫家的餐桌有　10　個鞋子長，小靜家的餐桌有　12　個鞋子長。誰家的餐桌比較長？　(Ａ)小夫家　(Ｂ)小靜家　(Ｃ)不能比較。,答案：(Ｃ) 解析：小夫和小靜的鞋子長度不一樣長，所以無法比較。 ,難,3-1_個別單位
(   )7　個　1　公分，合起來是幾公分？　(Ａ)　7　公分　(Ｂ)　8　公分　(Ｃ)　9　公分。,答案：(Ａ) 解析：7　個　1　公分相加是　7　公分。 ,易,3-2_認識公分
(   )直尺上的刻度每一大格是　1　公分。橡皮擦放在直尺上，一端對齊刻度　0，另一端對齊刻度　5，是幾公分？　(Ａ)　5　公分　(Ｂ)　4　公分　(Ｃ)　3　公分。,答案：(Ａ) 解析：直尺上的刻度每一大格是　1　公分，5　格代表　5　公分。 ,易,3-2_認識公分
(   )直尺上的刻度每一大格是　1　公分。鉛筆放在直尺上，一端對齊刻度　0，另一端對齊刻度　8，是幾公分？　(Ａ)　6　公分　(Ｂ)　7　公分　(Ｃ)　8　公分。,答案：(Ｃ) 解析：直尺上的刻度每一大格是　1　公分，8　格代表　8　公分。 ,易,3-2_認識公分
(   )直尺上的刻度每一大格是　1　公分。原子筆放在直尺上，一端對齊刻度　0，另一端對齊刻度　15，是幾公分？　(Ａ)　10　公分　(Ｂ)　15　公分　(Ｃ)　20　公分。,答案：(Ｃ) 解析：直尺上的刻度每一大格是　1　公分，15　格代表　15　公分。 ,易,3-2_認識公分
(   )一把公分尺從數字　0　到　1　代表的意思是什麼？　(Ａ)　0　公分　(Ｂ)　2　公分　(Ｃ)　1　公分。,答案：(Ｃ) ,易,3-2_認識公分
(   )直尺上的刻度　5　到刻度　11，是幾公分？(Ａ)　5　公分　(Ｂ)　6　公分　(Ｃ)　11　公分。,答案：(Ｂ) 解析：直尺上的刻度每一大格是　1　公分，刻度　5　到刻度　11有　6　大格，是　6　公分。 ,易,3-3_量一量，畫一畫
(   )怎麼用直尺畫出一條長　8　公分的直線？　(Ａ)從直尺上的刻度　0　畫到刻度　7　(Ｂ)從直尺上的刻度　0　畫到刻度　8　(Ｃ)從直尺上的刻度　1　畫到刻度　8。,答案：(Ｂ) 解析：(Ａ)從直尺上的刻度　0　畫到刻度　7　是　7　公分；(Ｂ)從直尺上的刻度　0　畫到刻度　8　是　8　公分；(Ｃ)從直尺上的刻度　1　畫到刻度　8　是　7　公分。 ,易,3-3_量一量，畫一畫
(   )妙音去文具店買了兩條緞帶，紅緞帶長　15　公分，橘緞帶長　18　公分，兩條緞帶加起來共長幾公分？　(Ａ)　3　公分　(Ｂ)　23　公分　(Ｃ)　33　公分。,答案：(Ｃ) 解析：紅緞帶的長度加上橘緞帶的長度，就是兩條緞帶的總長度，算式記作：15＋18＝33。 ,中,3-4_長度的加減
(   )一條果凍　20　公分，吃掉　9　公分後剩下多少公分？　(Ａ)　11　公分　(Ｂ)　29　公分　(Ｃ)　19　公分。,答案：(Ａ)  解析：果凍原本的長度減掉吃掉的長度，就是剩下的長度，算式記作：20－9＝11。 ,中,3-4_長度的加減
(   )一枝新的色鉛筆長　27　公分，在多次使用削鉛筆機後，共削掉　12　公分，色鉛筆還剩下幾公分？　(Ａ)　39　公分　(Ｂ)　15　公分　(Ｃ)　12　公分。,答案：(Ｂ) 解析：色鉛筆原本的長度減掉削掉的長度，就是剩下的長度，算式記作：27－12＝15。 ,中,3-4_長度的加減
(   )橋峇原來有　65　元，橋峇買了一盒蠟筆後，剩下　28　元，一盒蠟筆是多少元？(Ａ)　37　元　(Ｂ)　93　元　(Ｃ)　83　元。,答案：(Ａ) 解析：買一盒蠟筆的錢加上買剩的錢，就是橋峇原有的錢數。算式記為：65－（37）＝28。 ,中,4-2_解題和驗算
(   )下面哪一個驗算算式是正確的？　(Ａ)73－17＝56，驗算：56－17＝39　(Ｂ)47－9＝38，驗算：47＋38＝85　(Ｃ)53－26＝27，驗算：27＋26＝53。,答案：(Ｃ) 解析：(Ａ)驗算算式為：56＋17＝73；(Ｂ)驗算算式為：38＋9＝47。 ,易,4-2_解題和驗算
(   )72－18＝54，怎麼驗算才正確？(Ａ)　54－18＝36　(Ｂ)　54＋18＝72　(Ｃ)　54－18＝72。,答案：(Ｂ) 解析：驗算的算式為：差＋減數＝被減數。 ,易,4-2_解題和驗算
(   )聖誕節小德寫了　39　張聖誕卡片，其中有　12　張是寄給老師們，其他是寄給好朋友，小德寄了幾張聖誕卡片給好朋友？下面哪一個算式記錄是錯的？　(Ａ)　12＋（27）＝39　(Ｂ)　39－12＝（27）　(Ｃ)　39＋（27）＝66。,答案：(Ｃ) 解析：小德全部卡片數量減掉寄給老師的數量，就是寄給好朋友的數量。 ,難,4-2_解題和驗算
(   )下面哪一個算式是　53－36＝17　的驗算算式？　(Ａ)　36－17＝19　(Ｂ)　53＋36＝89　(Ｃ)　36＋17＝53。,答案：(Ｃ) ,易,4-2_解題和驗算
