input,output,difficulty,chapter
(   )下列哪一個數不是合數？　(Ａ)　153　(Ｂ)　298　(Ｃ)　325　(Ｄ)　413。,答案：(Ｄ) 解析：153　有因數　3；298　有因數　2；325　有因數　5。 ,中,1-1_質數與合數
(   )小於　30　的奇數中，有幾個是質數？　(Ａ)　7　個　(Ｂ)　8　個　(Ｃ)　9　個　(Ｄ)　10　個。,答案：(Ｃ) 解析：1　是奇數，但不是質數。 小於　30　的奇數中，3、5、7、11、13、17、19、23、29　是質數，共　9　個。 ,難,1-1_質數與合數
(   )下列哪一個數的質因數個數最多？　(Ａ)　20　(Ｂ)　24　(Ｃ)　25　(Ｄ)　30。,答案：(Ｄ) 解析：(Ａ)　20　的質因數有　2、5； (Ｂ)　24　的質因數有　2、3； (Ｃ)　25　的質因數有　5； (Ｄ)　30　的質因數有　2、3、5； 所以　30　的質因數最多。 ,中,1-2_質因數分解
(   )3　不是下列何者的質因數？　(Ａ)　111　(Ｂ)　213　(Ｃ)　109　(Ｄ)　711。,答案：(Ｃ) 解析：(Ｃ)　1＋0＋9＝10，10　不是　3　的倍數，所以　3　不是　109　的因數。 ,中,1-2_質因數分解
(   )下列敘述何者錯誤？　(Ａ)　222　是合數　(Ｂ)　2　是　18　的質因數　(Ｃ)　153　是合數　(Ｄ)　4　是　20　的質因數。,答案：(Ｄ) 解析：(Ａ)　222　有因數　2　和　3，是合數； (Ｂ)　18　的質因數有　2　和　3； (Ｃ)　153　有因數　3，是合數； (Ｄ)　4　是　20　的因數，但不是質數。 ,中,1-2_質因數分解
(   )下列哪一個數是　24　的質因數？　(Ａ)　1　(Ｂ)　3　(Ｃ)　4　(Ｄ)　6。,答案：(Ｂ) 解析：24　的質因數為　2　和　3。 ,易,1-2_質因數分解
(   )下列哪一個數不是　60　的質因數？　(Ａ)　2　(Ｂ)　3　(Ｃ)　5　(Ｄ)　6。,答案：(Ｄ) 解析：(Ｄ)　6　是　60　的因數，但不是質數。 ,易,1-2_質因數分解
(   )下列何者是　32　的質因數分解式？　(Ａ)　2×16　(Ｂ)　1×4×8　(Ｃ)　2×2×2×2×2　(Ｄ)　1×32。,答案：(Ｃ) 解析：質因數分解式中，每個數都要是質數。 ,易,1-2_質因數分解
(   )下列哪一個質因數乘積不是「2×2×2×3×3」的因數？　(Ａ)　2×3　(Ｂ)　2×2×3　(Ｃ)　2×3×7　(Ｄ)　2×2×3×3。,答案：(Ｃ) 解析：「2×2×2×3×3」的質因數乘積中，沒有因數　7，故選(Ｃ)。 ,中,1-2_質因數分解
(   )仕進將　30　做質因數分解，下列哪一個是正確的質因數分解式？　(Ａ)　2×3×5　(Ｂ)　2×2×3×3　(Ｃ)　6×5　(Ｄ)　3×10。,答案：(Ａ) 解析：(Ｂ)　2×2×3×3＝36；(Ｃ)　6　不是質數；(Ｄ)　10　不是質數。 ,易,1-2_質因數分解
(   )花輪將　42　做質因數分解，下列哪一個是正確的質因數分解式？　(Ａ)　2×3×7　(Ｂ)　6×7　(Ｃ)　2×21　(Ｄ)　3×14。,答案：(Ａ) 解析：(Ｂ)　6　不是質數；(Ｃ)　21　不是質數；(Ｄ)　14　不是質數。 ,易,1-2_質因數分解
(   )下列何者不是質因數分解式？　(Ａ)　3×5×7　(Ｂ)　2×3×3　(Ｃ)　1×3×7　(Ｄ)　2×3×11。,答案：(Ｃ) 解析：1　不是質數。 ,中,1-2_質因數分解
(   )下列何者是　48　的質因數分解式？　(Ａ)　4×12　(Ｂ)　2×4×6　(Ｃ)　1×2×2×2×2×3　(Ｄ)　2×2×2×2×3。,答案：(Ｄ) 解析：(Ａ)　4　和　12　都不是質數；(Ｂ)　4　和　6　不是質數；(Ｃ)　1　不是質數。 ,中,1-2_質因數分解
(   )下列哪一個質因數乘積不是「2×3×3×7」的因數？　(Ａ)　2×3　(Ｂ)　3×7　(Ｃ)　3×3×5　(Ｄ)　2×3×7。,答案：(Ｃ) 解析：「2×3×3×7」的質因數乘積中，沒有因數　5，故選(Ｃ)。 ,中,1-2_質因數分解
(   )下列哪一個數是　45　的質因數？　(Ａ)　1　(Ｂ)　3　(Ｃ)　9　(Ｄ)　15。,答案：(Ｂ) 解析：45　的質因數為　3　和　5。 ,易,1-2_質因數分解
(   )當兩數互質時，這兩數的公因數有幾個？　(Ａ)　0　個　(Ｂ)　1　個　(Ｃ)　2　個　(Ｄ)無限多個。,答案：(Ｂ) 解析：兩數互質時，只有　1　個公因數是　1。 ,中,1-3_公因數和最大公因數
(   )當兩數互質時，這兩數的最大公因數是　(Ａ)　0　(Ｂ)　1　(Ｃ)　2　(Ｄ)沒有公因數。,答案：(Ｂ) 解析：當兩數互質時，兩數的最大公因數是　1。 ,中,1-3_公因數和最大公因數
(   )下列哪一個敘述正確？　(Ａ)任何奇數與偶數必互質　(Ｂ)互質的兩數必是質數　(Ｃ)　2　個相異的質數必互質　(Ｄ)兩數互質，最大公因數是兩數中的其中一數。,答案：(Ｃ) 解析：(Ａ)奇數與偶數不一定互質，例如　3　和　12；(Ｂ)互質的兩數不一定是質數，例如　4　和　9；(Ｄ)兩數互質，最大公因數是　1。 ,難,1-3_公因數和最大公因數
(   )19　和　33　的最大公因數是　(Ａ)　19　(Ｂ)　33　(Ｃ)　11　(Ｄ)　1。,答案：(Ｄ) 解析：19　和　33　沒有共同的質因數，19　和　33　互質，最大公因數是　1。 ,中,1-3_公因數和最大公因數
(   )下列哪一個數和　13　互質？　(Ａ)　14　(Ｂ)　26　(Ｃ)　39　(Ｄ)　65。,答案：(Ａ) 解析：(Ａ)　14＝2×7； (Ｂ)　26＝2×13； (Ｃ)　39＝3×13； (Ｄ)　65＝5×13； 26、39、65　和　13　的最大公因數都是　13，只有　14　與　13　互質。 ,中,1-3_公因數和最大公因數
(   )A　是整數，A≠0，51/A、85/A都可以化成整數，A　有幾個？　(Ａ)　1　個　(Ｂ)　2　個　(Ｃ)　3　個　(Ｄ)　4　個。,答案：(Ｂ) 解析：51　和　85　的最大公因數是　17，所以　A　是　17　的因數，A　可以是　1、17，共　2　個。 ,難,1-3_公因數和最大公因數
(   )下面各組數中，哪一組數是互質？　(Ａ)　6、16　(Ｂ)　20、27　(Ｃ)　18、21　(Ｄ)　25、10。,答案：(Ｂ) 解析：(Ａ)　6、16　的最大公因數是　2；(Ｂ)　20、27　的最大公因數是　1；(Ｃ)　18、21　的最大公因數是　3；(Ｄ)　25、10　的最大公因數是　5。 ,中,1-3_公因數和最大公因數
(   )下面各組數中，哪一組數的最大公因數是　1？　(Ａ)　26、39　(Ｂ)　24、15　(Ｃ)　28、14　(Ｄ)　35、44。,答案：(Ｄ) 解析：(Ａ)　26、39　的最大公因數是　13；(Ｂ)　24、15　的最大公因數是　3；(Ｃ)　28、14　的最大公因數是　14；(Ｄ)　35、44　的最大公因數是　1。 ,中,1-3_公因數和最大公因數
(   )下面各組數中，哪一組數沒有共同的質因數？　(Ａ)　48、36　(Ｂ)　50、65　(Ｃ)　64、75　(Ｄ)　66、77。,答案：(Ｃ) 解析：(Ａ)　48、36　共同的質因數：2、3；(Ｂ)　50、65　共同的質因數：5；(Ｄ)　66、77　共同的質因數：11。 ,難,1-3_公因數和最大公因數
(   )下列哪兩個數互質？　(Ａ)　6、9　(Ｂ)　35、18　(Ｃ)　24、33　(Ｄ)　77、88。,答案：(Ｂ) 解析：(Ａ)　6、9　的最大公因數是　3；(Ｂ)　35、18　的最大公因數是　1；(Ｃ)　24、33　的最大公因數是　3；(Ｄ)　77、88　的最大公因數是　11。 ,中,1-3_公因數和最大公因數
(   )甲和　72　的最大公因數是　12，甲和　72　的最小公倍數是　360，甲是多少？　(Ａ)　36　(Ｂ)　60　(Ｃ)　72　(Ｄ)　108。,答案：(Ｂ) 解析：兩數乘積＝最大公因數×最小公倍數 甲×72＝12×360，甲＝60 ,難,1-4_公倍數和最小公倍數
(   )下列敘述何者正確？　(Ａ)互質的兩數的最小公倍數是兩數的乘積　(Ｂ)互質的兩數一定是質數　(Ｃ)　13　和　91　互質　(Ｄ)兩個質數不一定互質。,答案：(Ａ) 解析：(Ｂ)互質的兩數不一定是質數，例如　4　和　9；(Ｃ)　13　和　91　有共同的質因數　13；(Ｄ)質數的因數只有　1　和自己本身，所以兩質數必定互質。 ,難,1-4_公倍數和最小公倍數
(   )2×2×3×5　和　2×5×7　的最小公倍數是　(Ａ)　2×5　(Ｂ)　2×3×5×7　(Ｃ)　2×2×3×5×7　(Ｄ)　2×2×3×5×5×7。,答案：(Ｃ) 解析：兩數的最小公倍數，是兩數共同質因數的乘積（2×5）和剩下的質因數（2、3、7）的乘積。 ,中,1-4_公倍數和最小公倍數
(   )哪一個數不是　8　和　12　的公倍數？　(Ａ)　24　(Ｂ)　36　(Ｃ)　48　(Ｄ)　72。,答案：(Ｂ) 解析：8　和　12　的最小公倍數是　24，24　的倍數都是　8　和　12　的公倍數。 ,易,1-4_公倍數和最小公倍數
(   )哪一個數是　12　和　15　的公倍數？　(Ａ)　3　(Ｂ)　24　(Ｃ)　30　(Ｄ)　120。,答案：(Ｄ) 解析：12　和　15　的最小公倍數是　60，60　的倍數都是　12　和　15　的公倍數。 ,中,1-4_公倍數和最小公倍數
(   )2×2×3×5　和　2×2×11　的最小公倍數是　(Ａ)　2×2　(Ｂ)　2×2×3　(Ｃ)　2×5×11　(Ｄ)　2×2×3×5×11。,答案：(Ｄ) 解析：兩數的最小公倍數，是兩數共同質因數的乘積（2×2）和剩下的質因數（3、5、11）的乘積。 ,中,1-4_公倍數和最小公倍數
(   )6　和　35　的最小公倍數是　(Ａ)　6　(Ｂ)　35　(Ｃ)　6＋35　(Ｄ)　6×35。,答案：(Ｄ) 解析：6　和　35　互質，所以最小公倍數是兩數相乘的積。 ,中,1-4_公倍數和最小公倍數
(   )71　除以某整數餘　3，174　除以某整數餘　4，某整數最大為　(Ａ)　17　(Ｂ)　34　(Ｃ)　51　(Ｄ)　68。,答案：(Ｂ) 解析：71－3＝68，174－4＝170 最大公因數：2×17＝34 ,難,1-5_公因數和公倍數的應用
(   )天平左邊放一包口香糖，右邊放　25　公克的砝碼，結果天平的兩邊一樣重。已知用　A　表示一包口香糖的重量，下面哪個算式是正確的？　(Ａ)　A＝25　(Ｂ)　A＋50＝25　(Ｃ)　A－25＝25　(Ｄ)　25－A＝25。,答案：(Ａ) 解析：一包口香糖與　25　公克砝碼等重。 ,易,10-1_認識等量公理
(   )已知　A＝36，下面哪個算式正確？　(Ａ)　A＋24＝36　(Ｂ)　A＋36＝36　(Ｃ)　A＋55＝36＋55　(Ｄ)　50－A＝36。,答案：(Ｃ) ,易,10-1_認識等量公理
(   )已知　A＝47，下面哪個算式錯誤？　(Ａ)　A×5＝47×5　(Ｂ)　3.6×A＝3.6÷A　(Ｃ)3/4×A＝47×(3/4)　(Ｄ)　A×5×2＝47×10。,答案：(Ｂ) 解析：3.6×A＝3.6×47 ,中,10-1_認識等量公理
(   )已知　A＝50，下面哪個算式錯誤？　(Ａ)　30＋A＝30＋50　(Ｂ)　A－34＝50－34　(Ｃ)　A×0.5＝50×(5/3)　(Ｄ)A/25＝2。,答案：(Ｃ) 解析：A×0.6＝50×0.6 ,中,10-1_認識等量公理
(   )已知　b＝6，下列何者錯誤？　(Ａ)　12÷6＝12÷b　(Ｂ)　6×6＝b×6　(Ｃ)6/16＝16/b　(Ｄ)　60＋b＝60＋6。,答案：(Ｃ) 解析：6/16＝b/16 ,中,10-1_認識等量公理
(   )已知　d＝3/7，下列等式何者錯誤？　(Ａ)　d＋3/7＝3＋3/7＋7　(Ｂ)　d＋1/3＝3/7＋1/3　(Ｃ)　d×5＝3/7×5　(Ｄ)　9－3/7＝9－d。,答案：(Ａ) 解析：d＋3/7＝3/7＋3/7 ,中,10-1_認識等量公理
(   )一包魚飼料　350　公克，剛好可以餵一缸孔雀魚　50　天。用　Y　表示每天的餵食量，哪個算式是錯的？　(Ａ)　350÷Y＝50　(Ｂ)　350÷50＝Y　(Ｃ)　Y×50＝350　(Ｄ)　350×50＝Y。,答案：(Ｄ) ,中,10-1_認識等量公理
(   )小羅有　648　元，魯夫的錢是小羅的　4　倍又多　76　元。用　m　表示魯夫的錢，哪個算式是正確的？　(Ａ)　m－76＝648×4　(Ｂ)　4×m＋76＝648　(Ｃ)　76×4＋m＝648　(Ｄ)　4×m－76＝648。,答案：(Ａ) 解析：m＝648×4＋76 m－76＝648×4＋76－76 m－76＝648×4 ,難,10-1_認識等量公理
(   )自然課做實驗時，老師將一包重　360　公克的麵粉平分給　12　組。用　G　表示每組分到的麵粉重量，哪個算式是正確的？　(Ａ)　G＋12＝360　(Ｂ)　G÷12＝3640　(Ｃ)　360÷12＝G　(Ｄ)　360×G＝12。,答案：(Ｃ) ,易,10-1_認識等量公理
(   )餅店賣的月餅每顆單價都相同，裝成禮盒每盒須加價　5　元，若買　8　顆裝的月餅禮盒共　12　盒，花費　2940　元。用　Y　表示一顆月餅的價錢，哪個算式是正確的？　(Ａ)　Y×8×12＋5＝2940　(Ｂ)　2940÷（8＋5）×12＝Y　(Ｃ)（Y×8＋5）×12＝2940　(Ｄ)　2940÷Y＝（8＋5）×12。,答案：(Ｃ) 解析：Y×8×12＋5×12＝2940 ,難,10-1_認識等量公理
(   )做科學實驗時，老師將一包重　240　公克的硫酸銅粉末平分給　12　組小朋友。用　x　代表每一組所分到的硫酸銅重量，哪個算式是正確的？　(Ａ)　x＋12＝240　(Ｂ)　x÷12＝240　(Ｃ)　240÷12＝x　(Ｄ)　240×x＝12。,答案：(Ｃ) ,易,10-1_認識等量公理
(   )甲、乙兩袋裝有相同重量蘋果，分別放在天平的兩邊；甲袋放在左邊，乙袋放在右邊，天平會傾向哪邊？　(Ａ)左邊　(Ｂ)右邊　(Ｃ)剛好平衡　(Ｄ)忽左忽右。,答案：(Ｃ) ,易,10-1_認識等量公理
(   )已知　a＝96，下列算式何者錯誤？　(Ａ)　a－10＝96－10　(Ｂ)　a×12＝96×12　(Ｃ)　a÷8＝8÷96　(Ｄ)　a＋25＝96＋25。,答案：(Ｃ) 解析：a÷8＝96÷8 ,中,10-1_認識等量公理
(   )天平的左邊放　1　個蛋糕，右邊放　2　個　100　公克的砝碼，兩邊一樣重。用　a　表示蛋糕的重量，下列算式何者正確？　(Ａ)　a＝100　(Ｂ)　a×2＝100　(Ｃ)　a＝100×2　(Ｄ)　a－100＝2。,答案：(Ｃ) ,易,10-1_認識等量公理
(   )天平的右邊放　2　個蛋糕和　1　個　50　公克的砝碼，左邊放　4　個　100　公克的砝碼，兩邊一樣重。用　b　表示　1　個蛋糕的重量，下列算式何者正確？　(Ａ)　b＋50＝100×4　(Ｂ)　b×2＝400　(Ｃ)　b×2－50＝100×4　(Ｄ)　b×2＋50＝100×4。,答案：(Ｄ) ,難,10-1_認識等量公理
(   )已知　B＋28＝100，利用等量公理可算出　B＝？　(Ａ)　28　(Ｂ)　72　(Ｃ)　100　(Ｄ)　128。,答案：(Ｂ) 解析：B＋28－28＝100－28 B＝72 ,易,10-2_加與減的等量公理
(   )已知　B－5.8＝12.5，利用等量公理可算出　B＝？　(Ａ)　5.8　(Ｂ)　6.7　(Ｃ)　12.5　(Ｄ)　18.3。,答案：(Ｄ) 解析：B－5.8＋5.8＝12.5＋5.8 B＝18.3 ,易,10-2_加與減的等量公理
(   )明美身上有　236　元，她還需要一些錢才能買定價　490　元的字典。用　B　元表示明美需要的錢，下面何者錯誤？　(Ａ)　236＋B＝490　(Ｂ)　490－B＝236　(Ｃ)　B＝490＋236　(Ｄ)　B＝254。,答案：(Ｃ) 解析：(Ｃ)　B＝490－236 ,中,10-2_加與減的等量公理
(   )b－19＝50，利用等量公理可算出　b＝？　(Ａ)　29　(Ｂ)　31　(Ｃ)　69　(Ｄ)　96。,答案：(Ｃ) 解析：b－19＋19＝50＋19 b＝69 ,易,10-2_加與減的等量公理
(   )33＋c＝51，利用等量公理可算出　c＝？　(Ａ)　18　(Ｂ)　48　(Ｃ)　81　(Ｄ)　84。,答案：(Ａ) 解析：33＋c－33＝51－33 c＝18 ,易,10-2_加與減的等量公理
(   )10.85＋f＝21，利用等量公理可算出　f＝？　(Ａ)　10.05　(Ｂ)　10.15　(Ｃ)　10.5　(Ｄ)　11.05。,答案：(Ｂ) 解析：10.85＋f－10.85＝21－10.85 f＝10.15 ,中,10-2_加與減的等量公理
(   )已知　x＋9＝18，利用等量公理，可算出　x　是多少？　(Ａ)　27　(Ｂ)　18　(Ｃ)　11　(Ｄ)　9。,答案：(Ｄ) 解析：x＋9－9＝18－9 x＝9 ,易,10-2_加與減的等量公理
(   )哥哥有一些錢，給了弟弟　120　元後，還剩下　180　元，哥哥原來有幾元？用　x　元表示哥哥原來有的錢，算式要怎麼記？用等量公理求出的答案是多少？　(Ａ)　180－120＝x；60　元　(Ｂ)　x－180＝120；120　元　(Ｃ)　180－x＝120；180　元　(Ｄ)　x－120＝180；300　元。,答案：(Ｄ) 解析：x－120＝180 x－120＋120＝180＋120 x＝300 ,中,10-2_加與減的等量公理
(   )弟弟今年的體重是　22.4　公斤，比去年增加了　1.8　公斤，弟弟去年的體重是幾公斤？用　y　公斤表示弟弟去年的體重，算式要怎麼記？用等量公理求出的答案是多少？　(Ａ)　22.4－1.8＝y；18.9　公斤　(Ｂ)　y＋1.8＝22.4；20.1　公斤　(Ｃ)　y＋1.8＝22.4；20.6　公斤　(Ｄ)　22.4－y＝1.8；24.2　公斤。,答案：(Ｃ) 解析：y＋1.8＝22.4 y＋1.8－1.8＝22.4－1.8 y＝20.6 ,中,10-2_加與減的等量公理
(   )一罐　375　公克的番茄汁和一瓶　375　公克的葡萄汁分別放在天平的兩邊，兩邊各加一罐　500　公克的牛奶，右邊再加　250　公克的牛奶，左邊應加多少公克的牛奶，天平才會等重？　(Ａ)　55　公克　(Ｂ)　150　公克　(Ｃ)　250　公克　(Ｄ)　350　公克。,答案：(Ｃ) 解析：用　x　公克表示左邊應加的牛奶重 375＋500＋x＝375＋500＋250 875＋x＝1125 875＋x－875＝1125－875 x＝250 ,難,10-3_乘與除的等量公理
(   )C×12＝15，利用等量公理可算出　C＝？　(Ａ)　0.8　(Ｂ)　1.25　(Ｃ)　1.8　(Ｄ)　180。,答案：(Ｂ) 解析：C×12÷12＝15÷12 C＝1.25 ,中,10-3_乘與除的等量公理
(   )C÷(2/3)＝12/5，利用等量公理可算出　C＝？　(Ａ)　8/5　(Ｂ)5/8　(Ｃ)16/15　(Ｄ)15/16。,答案：(Ａ) 解析：C÷(2/3)×(2/3)＝12/5×(2/3) C＝12/5×(2/3) = 4/5x(1/2) C＝8/5 ,中,10-3_乘與除的等量公理
(   )長方形面積　36　平方公分，長　8　公分。用　C　公分表示長方形的寬，下面何者錯誤？　(Ａ)　C＝4.5　(Ｂ)　36＝8×C　(Ｃ)　36÷C＝8　(Ｄ)　8÷C＝36。,答案：(Ｄ) 解析：(Ｄ)　8×C＝36 ,中,10-3_乘與除的等量公理
(   )a×5＝125，利用等量公理可算出　a＝？　(Ａ)　5　(Ｂ)　15　(Ｃ)　25　(Ｄ)　625。,答案：(Ｃ) 解析：a×5÷5＝125÷5 a＝25 ,易,10-3_乘與除的等量公理
(   )b÷8＝12，利用等量公理可算出　b＝？　(Ａ)　23　(Ｂ)　32　(Ｃ)　96　(Ｄ)　69。,答案：(Ｃ) 解析：b÷8×8＝12×8 b＝96 ,易,10-3_乘與除的等量公理
(   )d÷0.4＝6，利用等量公理可算出　d＝？　(Ａ)　1.2　(Ｂ)　2.4　(Ｃ)　15　(Ｄ)　24。,答案：(Ｂ) 解析：d÷0.4×0.4＝6×0.4 d＝2.4 ,易,10-3_乘與除的等量公理
(   )e÷(25/3)＝6，利用等量公理可算出　e＝？　(Ａ)　29/6　(Ｂ)　57/4　(Ｃ)　103/4　(Ｄ)　50。,答案：(Ｄ) 解析：e÷(25/3)×(25/3)＝6×(25/3) e＝6×(25/3) e＝50 ,中,10-3_乘與除的等量公理
(   )x÷6＝12，利用等量公理可算出　x＝？　(Ａ)　72　(Ｂ)　36　(Ｃ)　6　(Ｄ)　2。,答案：(Ａ) 解析：x÷6×6＝12×6 x＝72 ,易,10-3_乘與除的等量公理
(   )已知　y×(2/3)＝18，想利用等量公理求出　y，下列步驟何者正確？　(Ａ)將等號兩邊同時除以2/3　(Ｂ)將等號兩邊同時除以　18　(Ｃ)將等號兩邊同時乘以2/3　(Ｄ)將等號兩邊同時乘以　18。,答案：(Ａ) 解析：y×(2/3)÷(2/3)＝18÷(2/3) y＝27 ,易,10-3_乘與除的等量公理
(   )已知　y÷(7/11)＝121，想利用等量公理求出　y，下列步驟何者正確？　(Ａ)將等號兩邊同時除以(7/11)　(Ｂ)將等號兩邊同時除以　121　(Ｃ)將等號兩邊同時乘以(7/11)　(Ｄ)將等號兩邊同時乘以(7/11)。,答案：(Ｃ) 解析：y÷(7/11)×(7/11)＝121×(7/11) y＝77 ,易,10-3_乘與除的等量公理
(   )有一個面積是　144　平方公分的長方形，寬　8　公分，長是多少公分？用　a　公分表示長方形的長，算式要怎麼記？用等量公理求出的答案是多少？　(Ａ)　144×a＝8；8　公分　(Ｂ)　144÷a＝8；12　公分　(Ｃ)　a×8＝144；14　公分　(Ｄ)　a×8＝144；18　公分。,答案：(Ｄ) 解析：a×8＝144 a×8÷8＝144÷8 a＝18 ,中,10-3_乘與除的等量公理
(   )媽媽買了一些餅乾回來，平分給哥哥、姐姐和弟弟　3　個人吃，每個人分到　8/3包，媽媽共買了幾包餅乾？用　y　包表示媽媽買的餅乾數量，算式要怎麼記？用等量公理求出的答案是多少？　(Ａ)　y÷3＝8/3；8　包　(Ｂ)　y÷8/3＝3；20/3包　(Ｃ)　y×3＝8/3；17/3包　(Ｄ)　y×8/3＝3；3　包。,答案：(Ａ) 解析：y÷3＝8/3 y÷3×3＝8/3×3 y＝8 ,中,10-3_乘與除的等量公理
(   )一個分數約分成最簡分數後，值會　(Ａ)變大　(Ｂ)變小　(Ｃ)不變　(Ｄ)不一定。,答案：(Ｃ) 解析：最簡分數和原分數仍是等值分數，所以值不變。 ,中,2-1_最簡分數
(   )下列何者是最簡分數？　(Ａ)13/39　(Ｂ)20/50　(Ｃ)21/28　(Ｄ)19/21。,答案：(Ｄ) 解析：(Ａ)13/39＝1/3；(Ｂ)20/50＝2/5；(Ｃ)21/28＝3/4。 ,易,2-1_最簡分數
(   )a/60是最簡分數，a/60比13/15小且比7/12大，整數　a　的值有幾個？　(Ａ)　16　個　(Ｂ)　10　個　(Ｃ)　8　個　(Ｄ)　5　個。,答案：(Ｄ) 解析：13/15＝52/60，7/12＝35/60，35/60＜a/60＜52/60，a＝36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51，但a/60是最簡分數，故　a　和　60　互質，a＝37、41、43、47、49，共　5　個。 ,難,2-1_最簡分數
(   )甲/18是真分數、也是最簡分數，已知甲是大於　0　的整數，甲的值有幾個？　(Ａ)　6　個　(Ｂ)　9　個　(Ｃ)　13　個　(Ｄ)　17　個。,答案：(Ａ) 解析：甲/18是真分數，且甲是大於　0　的整數，所以　0＜甲＜18； 甲/18是最簡分數，故甲和　18　互質，甲＝1、5、7、11、13、17，共　6　個。 ,難,2-1_最簡分數
(   )下列何者不是最簡分數？　(Ａ)9/20　(Ｂ)3/16　(Ｃ)5/7　(Ｄ)14/21。,答案：(Ｄ) 解析：(Ｄ)14/21的分子　14　和分母　21　的最大公因數是　7，14/21＝2/3。 ,易,2-1_最簡分數
(   )下列何者是最簡分數？　(Ａ)9/12　(Ｂ)9/8　(Ｃ)15/27　(Ｄ)35/42。,答案：(Ｂ) 解析：(Ａ9/12＝3/1；(Ｃ)15/27＝5/9；(Ｄ)35/42＝5/6。 ,易,2-1_最簡分數
(   )下列有關最簡分數的敘述，何者錯誤？　(Ａ)最簡分數的分子和分母不能再約分　(Ｂ)可以用分子和分母的最大公因數約分得到　(Ｃ)可以用分子和分母的最小公倍數約分得到　(Ｄ)最簡分數的分子和分母互質。,答案：(Ｃ) 解析：(Ｃ)可以用分子和分母的最大公因數約分得到。 ,易,2-1_最簡分數
(   )下列哪一個分數是最簡分數？　(Ａ)2/6　(Ｂ)3/5　(Ｃ)9/15　(Ｄ)7/14。,答案：(Ｂ) 解析：(Ａ)2/6＝1/3；(Ｃ)9/15＝3/5；(Ｄ)7/14＝1/2。 ,易,2-1_最簡分數
(   )下列何者的最簡分數不是3/4？　(Ａ)　15÷20　(Ｂ)18÷24　(Ｃ)9÷12　(Ｄ)28÷35。,答案：(Ｄ) 解析：(Ａ)　15÷20＝15/20＝3/4；(Ｂ)18/24＝3/4；(Ｃ)9/12＝3/4；(Ｄ)28/35＝4/5。 ,中,2-1_最簡分數
