input,output,difficulty,chapter
(   )814　平方公分可以記為　(Ａ)　0.000814　平方公尺　(Ｂ)　0.00814　平方公尺　(Ｃ)　0.0814　平方公尺　(Ｄ)　0.814　平方公尺。,答案：(Ｃ) 解析：1　平方公分是　0.0001　平方公尺。 ,中,1-2_多位小數與大小比較
(   )800　平方公尺可以記為　(Ａ)　0.8　平方公里　(Ｂ)　0.08　平方公里　(Ｃ)　0.008　平方公里　(Ｄ)　0.0008　平方公里。,答案：(Ｄ) 解析：1　平方公尺是　0.000001　平方公里。 ,中,1-2_多位小數與大小比較
(   )花媽和阿姨一起上街買紅豆，花媽買了　5.2　公斤的紅豆，阿姨比花媽少買　0.427　公斤的紅豆，阿姨買了幾公斤的紅豆？　(Ａ)　4.773　公斤　(Ｂ)　4.673　公斤　(Ｃ)　4.783　公斤　(Ｄ)　4.774　公斤。,答案：(Ａ) 解析：寫成直式時，位值要對齊。5.2－0.427＝4.773 ,中,1-3_多位小數的加減
(   )甲數為　1.8052，乙數為　2.469，甲、乙兩數的和是多少？　(Ａ)　4.2842　　(Ｂ)　5.2742　　(Ｃ)　4.2742　　(Ｄ)　4.3742。,答案：(Ｃ) 解析：寫成直式時，位值要對齊。1.8052＋2.469＝4.2742 ,中,1-3_多位小數的加減
(   )小志和小清在同一時間向東起跑，1　小時後，小志跑了　8.052　公里，小清跑了　6.83　公里，此時兩人的距離相差幾公里？　(Ａ)　1.223　公里　(Ｂ)　1.232　公里　(Ｃ)　1.322　公里　(Ｄ)　1.222　公里。,答案：(Ｄ) 解析：寫成直式時，位值要對齊。8.052－6.83＝1.222 ,中,1-3_多位小數的加減
(   )媽媽將　540　毫升的牛奶和　1.875　公升的紅茶混合後，製作成鮮奶茶。鮮奶茶的容量是幾公升？　(Ａ)　2.315　公升　(Ｂ)　2.415　公升　(Ｃ)　2.515　公升　(Ｄ)　2.425　公升。,答案：(Ｂ) 解析：寫成直式時，位值要對齊。540　毫升＝0.54　公升，0.54＋1.875＝2.415。 ,中,1-3_多位小數的加減
(   )2.4513＋1.7288＝□，□的答案是　(Ａ)　4.17101　(Ｂ)　4.1801　(Ｃ)　4.1701　(Ｄ)　4.18101。,答案：(Ｂ) 解析：計算小數加減法直式時，位值和小數點都要對齊。 ,易,1-3_多位小數的加減
(   )6.047－0.1665＝□，□的答案是　(Ａ)　5.8805　(Ｂ)　6.9805　(Ｃ)　4.382　(Ｄ)　5.382。,答案：(Ａ) 解析：計算小數加減法直式時，位值和小數點都要對齊。 ,中,1-3_多位小數的加減
(   )將5/7標示在數線上，5/7會落在哪兩個小數之間？　(Ａ)　0.5　和　0.6　(Ｂ)　0.6　和　0.7　(Ｃ)　0.7　和　0.8　(Ｄ)　0.8　和　0.9。,答案：(Ｃ) 解析：5/7＝0.7……。 ,易,1-4_分數和小數的數線
(   )等腰直角三角形有幾條對稱軸？　(Ａ)　0　條　(Ｂ)　1　條　(Ｃ)　2　條　(Ｄ)　3　條。,答案：(Ｂ) ,易,10-1_認識線對稱圖形
(   )下面哪一個圖形有　4　條對稱軸？　(Ａ)平行四邊形　(Ｂ)梯形　(Ｃ)正方形　(Ｄ)長方形。,答案：(Ｃ) 解析：(Ａ)平行四邊形有　0　條對稱軸；(Ｂ)梯形有　0　或　1　條對稱軸；(Ｃ)正方形有　4　條對稱軸；(Ｄ)長方形有　2　條對稱軸。 ,易,10-1_認識線對稱圖形
(   )長方形有幾條對稱軸？　(Ａ)　1　條　(Ｂ)　2　條　(Ｃ)　4　條　(Ｄ)無限多條。,答案：(Ｂ) ,中,10-1_認識線對稱圖形
(   )圓形有幾條對稱軸？　(Ａ)　0　條　(Ｂ)　1　條　(Ｃ)　2　條　(Ｄ)無限多條。,答案：(Ｄ) ,中,10-1_認識線對稱圖形
(   )下面哪一個四邊形不是線對稱圖形？　(Ａ)正方形　(Ｂ)長方形　(Ｃ)菱形　(Ｄ)平行四邊形。,答案：(Ｄ) 解析：將圖形對摺，圖形兩側會完全重疊。這種圖形稱為線對稱圖形。 ,易,10-1_認識線對稱圖形
(   )下面關於線對稱圖形，何者敘述正確？　(Ａ)對稱點的連線必定垂直對稱軸　(Ｂ)對稱邊必互相平行　(Ｃ)對稱軸不會平分對稱點的連線　(Ｄ)每條對稱點的連線必互相垂直。,答案：(Ａ) 解析：(Ｂ)對稱邊不一定互相平行；(Ｃ)對稱軸會平分對稱點的連線；(Ｄ)每條對稱點的連線必互相平行。 ,難,10-2_對稱點、對稱角、對稱邊
(   )線對稱圖形中，摺疊後重疊的兩邊稱為　(Ａ)對稱邊　(Ｂ)對稱軸　(Ｃ)對稱點　(Ｄ)對稱中心。,答案：(Ａ) 解析：將圖形對摺，圖形兩側會完全重疊，這種圖形稱為線對稱圖形。其中對摺位置的那條線，稱為對稱軸。 沿著對稱軸對摺後，完全重疊的點稱為對稱點， 完全重疊的邊稱為對稱邊，完全重疊的角稱為對稱角。 ,中,10-2_對稱點、對稱角、對稱邊
(   )下面關於「線對稱」圖形，何者敘述正確？　(Ａ)線對稱圖形沿著對稱軸對摺，完全重疊的邊稱為「對角線」　(Ｂ)線對稱圖形只有一條對稱軸　(Ｃ)無論大小，只要是四邊形，都不是線對稱圖形　(Ｄ)有一個線對稱圖形，∠A　的對稱角是∠D，如果∠A　是　60　度，∠D　是　60　度。,答案：(Ｄ) 解析：(Ａ)線對稱圖形沿著對稱軸對摺，完全重疊的邊稱為「對稱邊」；(Ｂ)線對稱圖形不一定只有一條對稱軸；(Ｃ)四邊形，如：正方形，是線對稱圖形。 ,中,10-2_對稱點、對稱角、對稱邊
(   )下面哪一個敘述正確？　(Ａ)菱形的四邊等長，兩組鄰角相等　(Ｂ)箏形的兩組鄰邊等長，一組鄰角相等　(Ｃ)平行四邊形的兩組對邊等長，兩組對角相等　(Ｄ)長方形的四個角都是直角，兩組鄰邊等長。,答案：(Ｃ) 解析：(Ａ)菱形的四邊等長，鄰角不相等； (Ｂ)箏形的兩組鄰邊等長，兩組對角相等； (Ｄ)長方形的四個角都是直角，鄰邊不等長。 ,難,10-3_常見的線對稱圖形
(   )正方形和菱形不同的條件是　(Ａ)四個邊等長　(Ｂ)兩雙對邊分別互相平行　(Ｃ)兩雙對邊一樣長　(Ｄ)四個角都相等。,答案：(Ｄ) 解析：(Ｄ)菱形四個角不一定都相等。 ,易,10-3_常見的線對稱圖形
(   )正三角形有幾條對稱軸？　(Ａ)　0　條　(Ｂ)　1　條　(Ｃ)　2　條　(Ｄ)　3　條。,答案：(Ｄ) 解析：正多邊形的對稱軸數目和邊數一樣。 ,易,10-3_常見的線對稱圖形
(   )正十邊形有多少條對稱軸？　(Ａ)　1　條　(Ｂ)　5　條　(Ｃ)　10　條　(Ｄ)　20　條。,答案：(Ｃ) 解析：正多邊形的對稱軸數目和邊數一樣。 ,易,10-3_常見的線對稱圖形
(   )下面是關於「菱形」，何者敘述錯誤？　(Ａ)有　4　條對稱軸　(Ｂ)四邊等長　(Ｃ)對角一樣大　(Ｄ)相鄰的兩角相加是　180　度。,答案：(Ａ) 解析：(Ａ)有　2　條對稱軸。 ,中,10-3_常見的線對稱圖形
(   )下列敘述何者錯誤？　(Ａ)菱形有　2　條對稱軸　(Ｂ)長方形有　2　條對稱軸　(Ｃ)線對稱圖形只有　1　條對稱軸　(Ｄ)正方形有　4　條對稱軸。,答案：(Ｃ) 解析：(Ｃ)線對稱圖形不一定只有　1　條對稱軸。 ,中,10-3_常見的線對稱圖形
(   )下列哪一個數不是　16　的因數？　(Ａ)　1　(Ｂ)　4　(Ｃ)　6　(Ｄ)　8。,答案：(Ｃ) 解析：16　的因數：1、2、4、8、16 ,易,2-1_認識因數
(   )下列哪一個數不是　27　的因數？　(Ａ)　3　(Ｂ)　7　(Ｃ)　9　(Ｄ)　27。,答案：(Ｂ) 解析：27　的因數：1、3、9、27 ,易,2-1_認識因數
(   )下列哪一個數不是　50　的因數？　(Ａ)　4　(Ｂ)　5　(Ｃ)　10　(Ｄ)　25。,答案：(Ａ) 解析：50　的因數：1、2、5、10、25、50 ,易,2-1_認識因數
(   )12　的所有因數加起來是多少？　(Ａ)　25　(Ｂ)　26　(Ｃ)　27　(Ｄ)　28。,答案：(Ｄ) 解析：12　的因數：1、2、3、4、6、12， 1＋2＋3＋4＋6＋12＝28 ,中,2-1_認識因數
(   )下列哪一個數只有　2　個因數？　(Ａ)　14　(Ｂ)　15　(Ｃ)　16　(Ｄ)　17。,答案：(Ｄ) 解析：(Ａ)　14　的因數：1、2、7、14； (Ｂ)　15　的因數：1、3、5、15； (Ｃ)　16　的因數：1、2、4、8、16； (Ｄ)　17　的因數：1、17 ,中,2-1_認識因數
(   )下列哪一個數不是　56　的因數？　(Ａ)　1　(Ｂ)　2　(Ｃ)　3　(Ｄ)　4。,答案：(Ｃ) 解析：56　的因數：1、2、4、7、8、14、28、56 ,易,2-1_認識因數
(   )49　顆彈珠要分堆，每堆彈珠一樣多，每堆分成下列幾顆時會剛好分完？　(Ａ)　2　顆　(Ｂ)　3　顆　(Ｃ)　5　顆　(Ｄ)　7　顆。,答案：(Ｄ) 解析：49　的因數：1、7、49 ,易,2-1_認識因數
(   )「57」不可以被下列哪一個數整除？　(Ａ)　1　(Ｂ)　3　(Ｃ)　19　(Ｄ)　114。,答案：(Ｄ) 解析：(Ａ)　57÷1＝57； (Ｂ)　57÷3＝19； (Ｃ)　57÷19＝3； (Ｄ)　57÷114＝0…57 ,中,2-1_認識因數
(   )下列哪一個數只有　2　個因數？　(Ａ)　13　(Ｂ)　14　(Ｃ)　15　(Ｄ)　16。,答案：(Ａ) 解析：(Ａ)　13　的因數：1、13； (Ｂ)　14　的因數：1、2、7、14； (Ｃ)　15　的因數：1、3、5、15； (Ｄ)　16　的因數：1、2、4、8、16 ,中,2-1_認識因數
(   )24　共有幾個因數？　(Ａ)　2　個　(Ｂ)　4　個　(Ｃ)　6　個　(Ｄ)　8　個。,答案：(Ｄ) 解析：24　的因數：1、2、3、4、6、8、12、24 ,易,2-1_認識因數
(   )某數的所有因數中，最大和最小的因數合起來是　15，某數是多少？　(Ａ)　15　(Ｂ)　14　(Ｃ)　12　(Ｄ)　10。,答案：(Ｂ) 解析：(Ａ)　15　的因數：1、3、5、15，15＋1＝16； (Ｂ)　14　的因數：1、2、7、14，14＋1＝15； (Ｃ)　12　的因數：1、2、3、4、6、12，12＋1＝13； (Ｄ)　10　的因數：1、2、5、10，10＋1＝11 ,中,2-1_認識因數
(   )下列何者不是　24　的因數？　(Ａ)　1　(Ｂ)　4　(Ｃ)　12　(Ｄ)　18。,答案：(Ｄ) 解析：24　的因數：1、2、3、4、6、8、12、24 ,易,2-1_認識因數
(   )下面選項中的敘述，何者有誤？　(Ａ)任何數的因數都一定會有　1　(Ｂ)任何數的因數都一定會有它自己　(Ｃ)　12　和　18　都是　120　的因數　(Ｄ)　12　是　24　的因數，12　的因數也一定是　24　的因數。,答案：(Ｃ) 解析：(Ｃ)　18　不是　120　的因數 ,難,2-1_認識因數
(   )24　可以整除下列哪一個數？　(Ａ)　3　(Ｂ)　8　(Ｃ)　12　(Ｄ)　48。,答案：(Ｄ) 解析：(Ａ)　3÷24＝0…3； (Ｂ)　8÷24＝0…8； (Ｃ)　12÷24＝0…12； (Ｄ)　48÷24＝2 ,中,2-1_認識因數
(   )23　可以整除下列哪一個數？　(Ａ)　55　(Ｂ)　43　(Ｃ)　85　(Ｄ)　115。,答案：(Ｄ) 解析：(Ａ)　55÷23＝2…9；(Ｂ)　43÷23＝1…20；(Ｃ)　85÷23＝3…16；(Ｄ)　115÷23＝5 ,難,2-1_認識因數
(   )4　可以整除下列哪一個數？　(Ａ)　90　(Ｂ)　58　(Ｃ)　44　(Ｄ)　38。,答案：(Ｃ) 解析：(Ａ)　90÷4＝22…2；(Ｂ)　58÷4＝14…2；(Ｃ)　44÷4＝11；(Ｄ)　38÷4＝9…2 ,中,2-1_認識因數
(   )9　可以整除下列哪一個數？　(Ａ)　24　(Ｂ)　36　(Ｃ)　48　(Ｄ)　56。,答案：(Ｂ) 解析：(Ａ)　24÷9＝2…6；(Ｂ)　36÷9＝4；(Ｃ)　48÷9＝5…3；(Ｄ)　56÷9＝6…2 ,中,2-1_認識因數
(   )43　可以整除下列哪一個數？　(Ａ)　43　(Ｂ)　58　(Ｃ)　217　(Ｄ)　264。,答案：(Ａ) 解析：(Ａ)　43÷43＝1；(Ｂ)　58÷43＝1…15；(Ｃ)　217÷43＝5…2；(Ｄ)　264÷43＝6…6 ,中,2-1_認識因數
(   )下列哪一個數不是　12　和　18　的公因數？　(Ａ)　1　(Ｂ)　2　(Ｃ)　3　(Ｄ)　4。,答案：(Ｄ) 解析：12　的因數：1、2、3、4、6、12 18　的因數：1、2、3、6、9、18 12　和　18　的公因數：1、2、3、6 ,易,2-2_公因數
(   )下列哪一個數是　15　和　20　的公因數？　(Ａ)　2　(Ｂ)　3　(Ｃ)　4　(Ｄ)　5。,答案：(Ｄ) 解析：15　的因數：1、3、5、15 20　的因數：1、2、4、5、10、20 15　和　20　的公因數：1、5 ,易,2-2_公因數
(   )下列哪一個數是　16　和　27　的公因數？　(Ａ)　1　(Ｂ)　2　(Ｃ)　3　(Ｄ)　4。,答案：(Ａ) 解析：16　的因數：1、2、4、8、16 27　的因數：1、3、9、27 16　和　27　的公因數：1 ,中,2-2_公因數
(   )8　是下列哪一組數的公因數？　(Ａ)　16　和　27　(Ｂ)　80　和　30　(Ｃ)　32　和　24　(Ｄ)　40　和　45。,答案：(Ｃ) 解析：(Ａ)　16　和　27　的公因數：1； (Ｂ)　80　和　30　的公因數：1、2、5、10； (Ｃ)　32　和　24　的公因數：1、2、4、8； (Ｄ)　40　和　45　的公因數：1、5 ,中,2-2_公因數
(   )12　是下列哪一組數的公因數？　(Ａ)　12　和　30　　(Ｂ)　24　和　60　　(Ｃ)　48　和　40　　(Ｄ)　54　和　72。,答案：(Ｂ) 解析：(Ａ)　12　和　30　的公因數：1、2、3、6； (Ｂ)　24　和　60　的公因數：1、2、3、4、6、12； (Ｃ)　48　和　40　的公因數：1、2、4、8； (Ｄ)　54　和　72　的公因數：1、2、3、6、9、18 ,中,2-2_公因數
(   )7　是下列哪一組數的公因數？　(Ａ)　17　和　70　(Ｂ)　21　和　39　(Ｃ)　35　和　56　(Ｄ)　42　和　54。,答案：(Ｃ) 解析：(Ａ)　17　和　70　的公因數：1； (Ｂ)　21　和　39　的公因數：1、3； (Ｃ)　35　和　56　的公因數：1、7； (Ｄ)　42　和　54　的公因數：1、2、3、6 ,中,2-2_公因數
(   )下列哪一個數是　16　和　28　的公因數？　(Ａ)　4　(Ｂ)　5　(Ｃ)　6　(Ｄ)　7。,答案：(Ａ) 解析：16　的因數：1、2、4、8、16 28　的因數：1、2、4、7、14、28 16　和　28　的公因數：1、2、4 ,易,2-2_公因數
(   )有一個數可以整除　36　和　48，這個數可能是下列哪一個數？　(Ａ)　9　(Ｂ)　12　(Ｃ)　16　(Ｄ)　144。,答案：(Ｂ) 解析：36　的因數：1、2、3、4、6、9、12、18、36 48　的因數：1、2、3、4、6、8、12、16、24、48 36　和　48　的公因數：1、2、3、4、6、12 ,中,2-2_公因數
(   )「52÷4＝13」、「60÷4＝15」，由以上兩個算式得知，下列哪一個選項的敘述是正確的？　(Ａ)　52　是　13　的因數　(Ｂ)　15　是　4　的因數　(Ｃ)　4　是　52　和　60　的公因數　(Ｄ)　60　是　4　和　15　的公因數。,答案：(Ｃ) 解析：(Ａ)　13　是　52　的因數； (Ｂ)　15　不是　4　的因數； (Ｄ)　4　和　15　都是　60　的因數。 ,難,2-2_公因數
(   )甲÷乙＝丙，丙又可以被乙整除，若丙＞乙，則甲、乙、丙的公因數是多少？　(Ａ)甲　(Ｂ)乙　(Ｃ)丙　(Ｄ)無法判斷。,答案：(Ｂ) 解析：甲÷乙＝丙→乙是甲的因數， 丙又可以被乙整除，丙＞乙→乙是丙的因數， 甲、乙、丙的公因數是乙 ,難,2-2_公因數
(   )8　是下列哪一組數的公因數？　(Ａ)　12　和　16　(Ｂ)　32　和　48　(Ｃ)　40　和　50　(Ｄ)　64　和　78。,答案：(Ｂ) 解析：(Ａ)　12　和　16　的公因數：1、2、4； (Ｂ)　32　和　48　的公因數：1、2、4、8、16； (Ｃ)　40　和　50　的公因數：1、2、5、10； (Ｄ)　64　和　78　的公因數：1、2 ,易,2-2_公因數
(   )下列哪一數不是　96　和　72　的公因數？　(Ａ)　24　　(Ｂ)　12　　(Ｃ)　9　　(Ｄ)　6。,答案：(Ｃ) 解析：96　和　72　的公因數：1、2、3、4、6、8、12、24 ,易,2-2_公因數
(   )25　和　36　的公因數有幾個？　(Ａ)　1　個　(Ｂ)　2　個　(Ｃ)　4　個　(Ｄ)　6　個。,答案：(Ａ) 解析：25　和　36　的公因數：1 ,易,2-2_公因數
(   )有　20　個男生、25　個女生，男女要混合分隊比賽拔河，每隊的男生人數一樣多，每隊的女生人數也要一樣多，起碼要　2　隊以上才能進行比賽，可以分成幾隊？　(Ａ)　2　隊　(Ｂ)　3　隊　(Ｃ)　5　隊　(Ｄ)　6　隊。,答案：(Ｃ) 解析：20　的因數：1、2、4、5、10、20 25　的因數：1、5、25 20　和　25　的公因數：1、5 起碼要　2　隊以上才能進行比賽，所以是分成　5　隊 ,中,2-2_公因數
(   )兩個整數共同的因數，就叫做這兩個整數的　(Ａ)公因數　(Ｂ)公倍數　(Ｃ)概數　(Ｄ)平均數。,答案：(Ａ) ,易,2-2_公因數
(   )58　和　87　的公因數有幾個？　(Ａ)　1　個　(Ｂ)　2　個　(Ｃ)　3　個　(Ｄ)　4　個。,答案：(Ｂ) 解析：58　的因數：1、2、29、58 87　的因數：1、3、29、87 58　和　87　的公因數：1、29 ,易,2-2_公因數
(   )下面選項中的敘述，何者是正確的？　(Ａ)　11　是　88　和　111　的公因數　(Ｂ)　209　是　11　的因數　(Ｃ)　2　是所有偶數的公因數　(Ｄ)找出所有　6　和　240　的公因數，應該先從　240　的因數中找起較為便利。,答案：(Ｃ) 解析：(Ａ)　11　不是　111　的因數； (Ｂ)　11　是　209　的因數； (Ｄ)從較小的數　6　的因數中找起較為便利 ,難,2-2_公因數
(   )有　35　個男生，49　個女生，男、女要混合分隊玩躲避球，每隊的男生人數要一樣多，每隊的女生人數也要一樣多，起碼要　2　隊以上才能進行比賽，可以分成幾隊？　(Ａ)　2　隊　(Ｂ)　3　隊　(Ｃ)　7　隊　(Ｄ)　6　隊。,答案：(Ｃ) 解析：35　的因數：1、5、7、35 49　的因數：1、7、49 35　和　49　的公因數：1、7 起碼要　2　隊以上才能進行比賽，所以是分成　7　隊 ,中,2-2_公因數
(   )文具店裡，一枝原子筆的售價在　11　元到　20　元之間，小僅和姐姐分別花了　60　元和　75　元買原子筆，一枝原子筆賣多少元？　(Ａ)　11　元　(Ｂ)　12　元　(Ｃ)　14　元　(Ｄ)　15　元。,答案：(Ｄ) 解析：60　的因數：1、2、3、4、5、6、10、12、15、20、30、60 75　的因數：1、3、5、15、25、75 60　和　75　的公因數：1、3、5、15 售價在　11　元到　20　元之間，所以是　15　元 ,中,2-2_公因數
(   )小花用一根筷子量　96　公分和　144　公分的兩條緞帶，都剛好可以量完，這根筷子可能是多少公分？　(Ａ)　15　公分　(Ｂ)　18　公分　(Ｃ)　20　公分　(Ｄ)　48　公分。,答案：(Ｄ) 解析：96　的因數：1、2、3、4、6、8、12、16、24、32、48、96 144　的因數：1、2、3、4、6、8、9、12、16、18、24、36、48、72、144 96　和　144　的公因數：1、2、3、4、6、8、12、16、24、48 ,中,2-2_公因數
(   )下面哪一個數是　30　和　135　的公因數？　(Ａ)　6　(Ｂ)　10　(Ｃ)　15　(Ｄ)　25。,答案：(Ｃ) 解析：(Ａ)　30÷6＝5，135÷6＝22…3； (Ｂ)　30÷10＝3，135÷10＝13…5； (Ｃ)　30÷15＝2，135÷15＝9； (Ｄ)　30÷25＝1…5，135÷25＝5…10 ,中,2-2_公因數
(   )下面哪一個數不是　40　和　160　的公因數？　(Ａ)　10　(Ｂ)　16　(Ｃ)　20　(Ｄ)　40。,答案：(Ｂ) 解析：(Ａ)　40÷10＝4，160÷10＝16； (Ｂ)　40÷16＝2…8，160÷16＝10； (Ｃ)　40÷20＝2，160÷20＝8； (Ｄ)　40÷40＝1，160÷40＝4 ,中,2-2_公因數
(   )下面選項中的敘述，何者是正確的？　(Ａ)　18　是　54　和　64　共同的因數　(Ｂ)　12　的因數有　5　個　(Ｃ)　9　和　36　的最大公因數是　36　(Ｄ)如果某數能整除　18，某數一定是　18　的因數。,答案：(Ｄ) 解析：(Ａ)　54÷18＝3，64÷18＝3　…　10，所以　18　不是　54　和　64　共同的因數； (Ｂ)　12　的因數：1、2、3、4、6、12，共　6　個； (Ｃ)　9　和　36　的最大公因數是　9 ,難,2-3_最大公因數
(   )84　和　96　的最大公因數是多少？　(Ａ)　8　(Ｂ)　12　(Ｃ)　16　(Ｄ)　24。,答案：(Ｂ) 解析：84　和　96　的公因數：1、2、3、4、6、12 ,中,2-3_最大公因數
(   )下列哪一組數的最大公因數最小？　(Ａ)　18　和　30　(Ｂ)　10　和　20　(Ｃ)　36　和　52　(Ｄ)　24　和　32。,答案：(Ｃ) 解析：(Ａ)　18　和　30　的最大公因數是　6； (Ｂ)　10　和　20　的最大公因數是　10； (Ｃ)　36　和　52　的最大公因數是　4； (Ｄ)　24　和　32　的最大公因數是　8 ,中,2-3_最大公因數
(   )已知甲、乙的最大公因數是乙，下列敘述何者正確？　(Ａ)甲是乙的因數　(Ｂ)甲＜乙　(Ｃ)乙是甲的因數　(Ｄ)以上皆非。,答案：(Ｃ) 解析：(Ａ)甲是乙的倍數；(Ｂ)甲＞乙。 ,中,2-3_最大公因數
(   )下列哪一組數的最大公因數是　2？　(Ａ)　26　和　34　(Ｂ)　56　和　72　(Ｃ)　9　和　21　(Ｄ)　10　和　35。,答案：(Ａ) 解析：(Ａ)　26　和　34　的最大公因數是　2； (Ｂ)　56　和　72　的最大公因數是　8； (Ｃ)　9　和　21　的最大公因數是　3； (Ｄ)　10　和　35　的最大公因數是　5 ,中,2-3_最大公因數
(   )下列哪一數是　24　和　18　的最大公因數？　(Ａ)　24　　(Ｂ)　18　　(Ｃ)　12　　(Ｄ)　6。,答案：(Ｄ) 解析：24　和　18　的公因數：1、2、3、6 ,易,2-3_最大公因數
(   )下列哪一組的最大公因數最大？　(Ａ)　26　和　65　(Ｂ)　28　和　42　(Ｃ)　9　和　16　(Ｄ)　121　和　33。,答案：(Ｂ) 解析：(Ａ)　26　和　65　的最大公因數是　13； (Ｂ)　28　和　42　的最大公因數是　14； (Ｃ)　9　和　16　的最大公因數是　1； (Ｄ)　121　和　33　的最大公因數是　11 ,中,2-3_最大公因數
(   )甲數和乙數是連數整數，兩數的最大公因數是多少？　(Ａ)　1　　(Ｂ)甲數　(Ｃ)乙數　(Ｄ)甲數÷乙數。,答案：(Ａ) 解析：甲數和乙數是連數整數，表示甲數、乙數各為奇數（偶數）或偶數（奇數），最大公因數是　1。 ,難,2-3_最大公因數
(   )下列哪一個數是　63　和　84　的最大公因數？　(Ａ)　3　(Ｂ)　4　(Ｃ)　7　(Ｄ)　21。,答案：(Ｄ) 解析：63　和　84　的公因數：1、3、7、21 ,易,2-3_最大公因數
(   )媽媽有　66　個肉粽和　58　個包子，合起來平分給一些朋友，每個人分到的肉粽一樣多，包子也一樣多，最後都剩下　2　個，媽媽最多分給幾個朋友？　(Ａ)　5　個朋友　(Ｂ)　6　個朋友　(Ｃ)　7　個朋友　(Ｄ)　8　個朋友。,答案：(Ｄ) 解析：66－2＝64，58－2＝56 64　和　56　的最大公因數是　8 ,難,2-3_最大公因數
(   )小珍把　44　顆珠子和　88　片塑膠葉片合在一起裝入盒子內，每個盒子的珠子一樣多，每個盒子的塑膠葉片也一樣多，小珍最多有幾個盒子？　(Ａ)　11　個　(Ｂ)　12　個　(Ｃ)　13　個　(Ｄ)　44　個。,答案：(Ｄ) 解析：44　和　88　的最大公因數是　44 ,中,2-3_最大公因數
(   )將長　30　公分、寬　20　公分的長方形紙張剪成相同大小的正方形，且沒有剩下，正方形邊長最大是幾公分？　(Ａ)　600　公分　(Ｂ)　60　公分　(Ｃ)　10　公分　(Ｄ)　5　公分。,答案：(Ｃ) 解析：30　和　20　的最大公因數是　10 ,易,2-3_最大公因數
